first_date_of_quarter,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,gdp_naics_2,gdp_naics_3,gdp_naics_4
2015-07-01,GREATBATCH LTD,US,Not Assigned,Not Assigned,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,81.2,267.3,
2015-07-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,194.7,147.1,
2015-07-01,GRIFFITH FOODS INTERNATIONAL INC,US,Not Assigned,Not Assigned,31194,Seasoning and Dressing Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,GROESBECK FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,GROVE SERVICES INC,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,GUARDIAN DENTISTRY PRACTICE MANAGEMENT LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,GUIDE DOGS OF THE DESERT,US,Not Assigned,Not Assigned,81291,Pet Care (except Veterinary) Services,81,812,8129,392.3,,
2015-07-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,194.7,147.1,
2015-07-01,H&D MAINTENANCE CO INC,US,Not Assigned,Not Assigned,23814,Masonry Contractors,23,238,2381,703.4,,
2015-07-01,HADCO REALTY LLC,US,Tech Media Telecom,Technology,55111,Management of Companies and Enterprises,55,551,5511,347.7,,
2015-07-01,HAEMONETICS CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,HAMMERHEAD GROUP LLC,US,Cons Retail & Health,Consumer Durables & Apparel,42493,Flower Nursery Stock and Florists' Supplies Merchant Wholesa,42,424,4249,1145.4,,
2015-07-01,HARPER + SCOTT LLC,US,Not Assigned,Not Assigned,56199,All Other Support Services,56,561,5619,543.7,495.7,
2015-07-01,HARRISON HOGE INDUSTRIES INC,US,Not Assigned,Not Assigned,42391,Sporting and Recreational Goods and Supplies Merchant Wholes,42,423,4239,1145.4,,
2015-07-01,HEALTHPRO NURSING SOLUTIONS LLC,US,Not Assigned,Not Assigned,62311,Nursing Care Facilities (Skilled Nursing Facilities),62,623,6231,651.0,138.7,
2015-07-01,HEARTLAND COCA-COLA BOTTLING CO LLC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,962.7,,
2015-07-01,HEBRON FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,HEMISPHERE WORLDWIDE SALES INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1145.4,,
2015-07-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,194.7,,
2015-07-01,HERBALIFE INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,545.7,,
2015-07-01,HERBALIFE NUTRITION LTD,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,545.7,,
2015-07-01,HIGH SCORE LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,962.7,265.1,
2015-07-01,HIKMA PHARMACEUTICALS USA INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,HLF FINANCING SARL,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,545.7,,
2015-07-01,HLF FINANCING SARL LLC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,545.7,,
2015-07-01,HOT FOCUS INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1145.4,,
2015-07-01,HOUK GALLERY INC,US,Not Assigned,Not Assigned,45392,Art Dealers - DO NOT USE,45,453,4539,545.7,,
2015-07-01,HUMAN GENOME SCIENCES INC,US,Cons Retail & Health,Health Care Equipment & Services,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,831.7,831.7,
2015-07-01,HUNTSVILLE FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,HUVEPHARMA INC,US,Cons Retail & Health,Health Care Equipment & Services,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,194.7,,
2015-07-01,IBERIA EQUITIES LLC,US,Cons Retail & Health,Consumer Durables & Apparel,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,437.3,437.3,
2015-07-01,ICON US HOLDINGS INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,"ICU MEDICAL, INC.",US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,IDESCO CORP,US,Not Assigned,Not Assigned,56162,Security Systems Services,56,561,5616,543.7,495.7,
2015-07-01,IDEXX LABORATORIES INC,US,Not Assigned,Not Assigned,54194,Veterinary Services,54,541,5419,831.7,831.7,831.7
2015-07-01,IMPOSSIBLE FOODS INC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,IMPOSSIBLE FOODS NETHERLANDS BV,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,INDEPENDENCE DENTAL SERVICES LP,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,INDIGO AG INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,831.7,831.7,
2015-07-01,INDIGO AGRICULTURE INC,US,Not Assigned,Not Assigned,11511,Support Activities for Crop Production,11,115,1151,35.8,,
2015-07-01,INDIGO TRANSPORT LLC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,INNOVATION VENTURES LLC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,962.7,,
2015-07-01,INSULET CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,INTEGRITY DENTAL SPECIALTIES LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,INTER COUNTY REALTY LLC,US,Not Assigned,Not Assigned,31181,Bread and Bakery Product Manufacturing,31,311,3118,962.7,265.1,
2015-07-01,INTER-COUNTY BAKERS INC,US,Not Assigned,Not Assigned,31181,Bread and Bakery Product Manufacturing,31,311,3118,962.7,265.1,
2015-07-01,INTERCEPT PHARMACEUTICALS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,INTERNATIONAL GEOTECHNICAL/STRUCTURAL LABORATORIES INC,US,Not Assigned,Not Assigned,54138,Testing Laboratories and Services,54,541,5413,831.7,831.7,
2015-07-01,INTERNATIONAL VITAMIN CORP,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,INTRAL CORP,US,Cons Retail & Health,Consumer Durables & Apparel,48851,Freight Transportation Arrangement,48,488,4885,573.3,,
2015-07-01,INVIVO CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,IPO WINES LLC,US,Not Assigned,Not Assigned,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,1145.4,,
2015-07-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,194.7,,
2015-07-01,JACOB FLEISHMAN & SONS INC,US,Cons Retail & Health,Retailing & Services,53139,Other Activities Related to Real Estate,53,531,5313,437.3,437.3,
2015-07-01,JACOB FLEISHMAN SALES INC,US,Cons Retail & Health,Retailing & Services,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,JACOB MILLER REALTY LLC,US,Not Assigned,Not Assigned,45112,Hobby Toy and Game Stores - DO NOT USE,45,451,4511,545.7,,
2015-07-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,194.7,,
2015-07-01,JAMARI INTERNATIONAL LTD,US,Cons Retail & Health,Consumer Durables & Apparel,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1145.4,,
2015-07-01,JAMBOREE DENTISTRY II PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,JAMBOREE DENTISTRY PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,JAMES C WIRT DECLARATION OF TRUST,US,Not Assigned,Not Assigned,52592,Trusts Estates and Agency Accounts,52,525,5259,573.1,16.1,
2015-07-01,JANIC PROPERTIES LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,437.3,437.3,
2015-07-01,JB WAREHOUSE OPERATIONS LLC,US,Transp & Indust,Logistics,42332,Brick Stone and Related Construction Material Merchant Whole,42,423,4233,1145.4,,
2015-07-01,JCW INVESTMENTS INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1145.4,,
2015-07-01,JEROME ALEXANDER CONSULTING CORP,US,Not Assigned,Not Assigned,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,194.7,,
2015-07-01,JNR DISTRIBUTION & LOGISTICS LLC,US,Cons Retail & Health,Household & Personal Products,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1145.4,,
2015-07-01,JOHNSON & JOHNSON SERVICES INC,US,Cons Retail & Health,Health Care Equipment & Services,42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,1145.4,,
2015-07-01,JONTAY LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,437.3,437.3,
2015-07-01,JR SIMPLOT CO,US,Cons Retail & Health,Food Beverage & Tobacco,31199,All Other Food Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,KADMON CORP LLC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,831.7,831.7,
2015-07-01,KADMON HOLDINGS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,KEENAN FARMS INC,US,Not Assigned,Not Assigned,11511,Support Activities for Crop Production,11,115,1151,35.8,,
2015-07-01,KELLOGG CO,US,Cons Retail & Health,Food Beverage & Tobacco,31123,Breakfast Cereal Manufacturing,31,311,3112,962.7,265.1,
2015-07-01,KING KULLEN GROCERY COMPANY INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,194.7,147.1,
2015-07-01,KONTOOR BRANDS INC,US,Not Assigned,Not Assigned,31599,Apparel Accessories and Other Apparel Manufacturing,31,315,3159,962.7,9.8,
2015-07-01,KORG USA INC,US,Cons Retail & Health,Consumer Durables & Apparel,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1145.4,,
2015-07-01,LA BODEGA MEAT LLC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,LA FABRICA LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,194.7,147.1,
2015-07-01,LA FLOR PRODUCTS COMPANY INC,US,Not Assigned,Not Assigned,31194,Seasoning and Dressing Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,LABCORP DRUG DEVELOPMENT INC,US,Transp & Indust,Professional Services,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,831.7,831.7,
2015-07-01,LABORATORY CORPORATION OF AMERICA HOLDINGS,US,Transp & Indust,Professional Services,62151,Medical and Diagnostic Laboratories,62,621,6215,651.0,651.0,
2015-07-01,LAMB WESTON HOLDINGS INC,US,Not Assigned,Not Assigned,31141,Frozen Food Manufacturing,31,311,3114,962.7,265.1,
2015-07-01,LAMMUZ 2 LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,437.3,437.3,
2015-07-01,LAMMUZ LLC,US,Banks/BrokerDealers,Finance Companies - Direct,53119,Lessors of Other Real Estate Property,53,531,5311,437.3,437.3,
2015-07-01,LAND O'LAKES INC,US,Not Assigned,Not Assigned,42491,Farm Supplies Merchant Wholesalers,42,424,4249,1145.4,,
2015-07-01,LATIN AMERICAN DISTRIBUTORS INC,US,Not Assigned,Not Assigned,42322,Home Furnishing Merchant Wholesalers,42,423,4232,1145.4,,
2015-07-01,LENCO DIAGNOSTIC LABORATORIES INC,US,Not Assigned,Not Assigned,62151,Medical and Diagnostic Laboratories,62,621,6215,651.0,651.0,
2015-07-01,LEPRINO FOODS CO,US,Not Assigned,Not Assigned,31151,Dairy Product (except Frozen) Manufacturing,31,311,3115,962.7,265.1,
2015-07-01,LEX ENDURANCE LTD,US,Transp & Indust,Shipping & Maritime Logistics,56152,Tour Operators,56,561,5615,543.7,495.7,
2015-07-01,LH FAMILY 1751 LLC,US,Not Assigned,Not Assigned,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,LIBERTY COCA-COLA BEVERAGES LLC,US,Not Assigned,Not Assigned,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,LIFETECH RESOURCES LLC,US,Not Assigned,Not Assigned,32562,Toilet Preparation Manufacturing,32,325,3256,80.3,336.5,
2015-07-01,LIVONGO HEALTH INC,US,Not Assigned,Not Assigned,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,62,622,6223,651.0,446.8,
2015-07-01,LONDRY & MODLIN DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,LONDRY & MODLIN II DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,LONDRY & MODLIN IV DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,LONDRY & MODLIN VI DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,LONGVIEW FAMILY DENTAL II PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,LPW ASSOCIATES LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,437.3,437.3,
2015-07-01,LUCIETTA ESTATES CORP,US,Not Assigned,Not Assigned,53139,Other Activities Related to Real Estate,53,531,5313,437.3,437.3,
2015-07-01,LYLES DIVERSIFIED INC,US,Not Assigned,Not Assigned,23799,Other Heavy and Civil Engineering Construction,23,237,2379,703.4,,
2015-07-01,LYLES SERVICES CO,US,Not Assigned,Not Assigned,23799,Other Heavy and Civil Engineering Construction,23,237,2379,703.4,,
2015-07-01,LYLES UTILITY CONSTRUCTION LLC,US,Not Assigned,Not Assigned,23712,Oil and Gas Pipeline and Related Structures Construction,23,237,2371,703.4,,
2015-07-01,M FACTORY USA INC,US,Not Assigned,Not Assigned,42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,1145.4,,
2015-07-01,MANGIA INC,US,Not Assigned,Not Assigned,31142,Fruit and Vegetable Canning Pickling and Drying,31,311,3114,962.7,265.1,
2015-07-01,MANHATTAN HOSIERY CO INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1145.4,,
2015-07-01,MARC JACOBS INTERNATIONAL LLC,US,Cons Retail & Health,Consumer Durables & Apparel,56149,Other Business Support Services,56,561,5614,543.7,495.7,
2015-07-01,MARKWINS BEAUTY BRANDS INC,US,Not Assigned,Not Assigned,32562,Toilet Preparation Manufacturing,32,325,3256,80.3,336.5,
2015-07-01,MARRIOTT INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,56111,Office Administrative Services,56,561,5611,543.7,495.7,
2015-07-01,MARS INC,US,Cons Retail & Health,Food Beverage & Tobacco,31135,Chocolate and Confectionery Manufacturing,31,311,3113,962.7,265.1,
2015-07-01,MARS OVERSEAS HOLDINGS INC,US,Cons Retail & Health,Food Beverage & Tobacco,31134,Nonchocolate Confectionery Manufacturing,31,311,3113,962.7,265.1,
2015-07-01,MARSHALL FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,MARY KAY INC,US,Cons Retail & Health,Household & Personal Products,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,194.7,,
2015-07-01,MASIMO CORP,US,Not Assigned,Not Assigned,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,81.2,267.3,
2015-07-01,MAY FLOWER INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,MAYDE BEAUTY INC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1145.4,,
2015-07-01,MCCORMICK & CO INC,US,Cons Retail & Health,Food Beverage & Tobacco,31194,Seasoning and Dressing Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,MCS REALTY CORP,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,437.3,437.3,
2015-07-01,MEDIFAST INC,US,Not Assigned,Not Assigned,31199,All Other Food Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,MERCK SHARP & DOHME CORP-WHITEHOUSE STATION-NJ BRANCH,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,METROMETER SHOP INC,US,Not Assigned,Not Assigned,42344,Other Commercial Equipment Merchant Wholesalers,42,423,4234,1145.4,,
2015-07-01,MEXICO FOODS LLC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,194.7,147.1,
2015-07-01,MICHAEL GIORDANO INTERNATIONAL INC,US,Not Assigned,Not Assigned,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1145.4,,
2015-07-01,MICHAEL KORS (USA) INC,US,Not Assigned,Not Assigned,44812,Women's Clothing Stores - DO NOT USE,44,448,4481,194.7,,
2015-07-01,MIDLAND OIL GROUP LLC,US,Cons Retail & Health,Retailing & Services,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,194.7,,
2015-07-01,MIDTOWN 305 REALTY LLC,US,Cons Retail & Health,Health Care Equipment & Services,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,437.3,437.3,
2015-07-01,MILBURN SALES CO INC,US,Transp & Indust,Capital Goods,23833,Flooring Contractors,23,238,2383,703.4,,
2015-07-01,MIRAMED GLOBAL SERVICES INC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,543.7,495.7,
2015-07-01,MIRAMED REVENUE GROUP LLC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,543.7,495.7,
2015-07-01,MISSION PRODUCE INC,US,Not Assigned,Not Assigned,11133,Noncitrus Fruit and Tree Nut Farming,11,111,1113,35.8,,
2015-07-01,MODERN OFFICE SYSTEMS LLC,US,Not Assigned,Not Assigned,42321,Furniture Merchant Wholesalers,42,423,4232,1145.4,,
2015-07-01,MODERNA INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,MODLIN & LONDRY II DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,MODLIN & LONDRY III DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,MODLIN & LONDRY IV DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,MODLIN & LONDRY V DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,MONA PATEL HOLDINGS LLC,US,Cons Retail & Health,Health Care Equipment & Services,53119,Lessors of Other Real Estate Property,53,531,5311,437.3,437.3,
2015-07-01,MONRO INC,US,Not Assigned,Not Assigned,81111,Automotive Mechanical and Electrical Repair and Maintenance,81,811,8111,392.3,,
2015-07-01,MOREFLAVOR INC,US,Not Assigned,Not Assigned,42383,Industrial Machinery and Equipment Merchant Wholesalers,42,423,4238,1145.4,,
2015-07-01,MORRIS ROTHENBERG & SON INC,US,Not Assigned,Not Assigned,31599,Apparel Accessories and Other Apparel Manufacturing,31,315,3159,962.7,9.8,
2015-07-01,MORRIS YACHT & BEACH CLUB INC,US,Not Assigned,Not Assigned,71399,All Other Amusement and Recreation Industries,71,713,7139,81.3,81.3,
2015-07-01,MPHARMA DATA INC,US,Not Assigned,Not Assigned,42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,1145.4,,
2015-07-01,MSEAFOOD CORP,US,Not Assigned,Not Assigned,42446,Fish and Seafood Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,NATHANS FAMOUS OPERATING CORP,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,559.6,400.0,
2015-07-01,NATUS MEDICAL INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,NATUS PELOTON INC,US,Cons Retail & Health,Health Care Equipment & Services,62199,All Other Ambulatory Health Care Services,62,621,6219,651.0,651.0,
2015-07-01,NEMERA US HOLDING INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,NEOIMMUNETECH INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,831.7,831.7,
2015-07-01,NEUTRADERM INC,US,Cons Retail & Health,Household & Personal Products,32599,All Other Chemical Product and Preparation Manufacturing,32,325,3259,80.3,336.5,
2015-07-01,NEW BALANCE ATHLETICS INC,US,Cons Retail & Health,Consumer Durables & Apparel,31621,Footwear Manufacturing,31,316,3162,962.7,,
2015-07-01,NEW DEAL LLC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,545.7,,
2015-07-01,NEW ENGLAND SHEET METAL & MECHANICAL CO,US,Not Assigned,Not Assigned,23799,Other Heavy and Civil Engineering Construction,23,237,2379,703.4,,
2015-07-01,NEWELL BRANDS INC,US,Cons Retail & Health,Consumer Durables & Apparel,32619,Other Plastics Product Manufacturing,32,326,3261,80.3,80.3,
2015-07-01,NEWINGTON DENTAL CARE PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,651.0,651.0,
2015-07-01,NEWLIB LLC,US,Not Assigned,Not Assigned,53111,Lessors of Residential Buildings and Dwellings,53,531,5311,437.3,437.3,
2015-07-01,NEWTON VINEYARD LLC,US,Cons Retail & Health,Consumer Durables & Apparel,31213,Wineries,31,312,3121,962.7,,
2015-07-01,NIKE INC,US,Cons Retail & Health,Consumer Durables & Apparel,31621,Footwear Manufacturing,31,316,3162,962.7,,
2015-07-01,NIPRO MEDICAL CORPORATION,US,Not Assigned,Not Assigned,42345,Medical Dental and Hospital Equipment and Supplies Merchant,42,423,4234,1145.4,,
2015-07-01,NOGENT-SUR-OISE LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,559.6,400.0,
2015-07-01,NORTH 43RD LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,559.6,400.0,
2015-07-01,NORTHERN FOOD IE INC,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1145.4,,
2015-07-01,NORTHLAND HEARING CENTERS INC,US,Not Assigned,Not Assigned,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,81.2,81.2,
2015-07-01,NOVAVAX INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,NSI AUDIO INC,US,Not Assigned,Not Assigned,42369,Other Electronic Parts and Equipment Merchant Wholesalers,42,423,4236,1145.4,,
2015-07-01,NU SKIN ENTERPRISES INC,US,Cons Retail & Health,Household & Personal Products,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,545.7,,
2015-07-01,O2 PARTNERS LLC,US,Transp & Indust,Paper Forest Products & Packaging,31621,Footwear Manufacturing,31,316,3162,962.7,,
2015-07-01,OCUGEN OPCO INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,OLIVA CIGAR CO,US,Not Assigned,Not Assigned,31223,Tobacco Manufacturing,31,312,3122,962.7,,
2015-07-01,OMH-HEALTHEDGE HOLDINGS INC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,543.7,495.7,
2015-07-01,OMNICOTTON INC,US,Not Assigned,Not Assigned,42459,Other Farm Product Raw Material Merchant Wholesalers,42,424,4245,1145.4,,
2015-07-01,ON CALL CODING LLC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,543.7,495.7,
2015-07-01,ON TILT HOLDINGS LLC,US,Not Assigned,Not Assigned,53121,Offices of Real Estate Agents and Brokers,53,531,5312,437.3,437.3,
2015-07-01,ORIENTAL LUMBER INC,US,Transp & Indust,Building Products & Related,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,194.7,,
2015-07-01,ORTHO-CLINICAL DIAGNOSTICS INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,80.3,336.5,
2015-07-01,ORVINO IMPORTS & DISTRIBUTING INC,US,Not Assigned,Not Assigned,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,1145.4,,
2015-07-01,OSI GROUP LLC,US,Cons Retail & Health,Retailing & Services,31199,All Other Food Manufacturing,31,311,3119,962.7,265.1,
2015-07-01,OTTER PRODUCTS LLC,US,Cons Retail & Health,Household & Personal Products,33999,All Other Miscellaneous Manufacturing,33,339,3399,81.2,81.2,
