item_code,area_code,year,month,CPI,item_name,region_name
SEFT01,0000,2016,03,244.007,Soups,US
SEFT,0000,2016,03,224.264,Other foods,US
SEFS03,0000,2016,03,158.092,Other fats and oils including peanut butter,US
SEFS02,0000,2016,03,130.837,Salad dressing,US
SEFS01,0000,2016,03,200.394,Butter and margarine,US
SEFS,0000,2016,03,226.859,Fats and oils,US
SEFR03,0000,2016,03,152.736,Other sweets,US
SEFR02,0000,2016,03,145.691,Candy and chewing gum,US
SEFR01,0000,2016,03,186.092,Sugar and sugar substitutes,US
SEFR,0000,2016,03,215.343,Sugar and sweets,US
SEFP02,0000,2016,03,128.329,Other beverage materials including tea,US
SEFP01,0000,2016,03,200.182,Coffee,US
SEFP,0000,2016,03,118.597,Beverage materials including coffee and tea,US
SEFN03,0000,2016,03,117.994,Nonfrozen noncarbonated juices and drinks,US
SEFN02,0000,2016,03,178.400,Frozen noncarbonated juices and drinks,US
SEFN01,0000,2016,03,162.710,Carbonated drinks,US
SEFN,0000,2016,03,129.525,Juices and nonalcoholic drinks,US
SEFM03,0000,2016,03,161.336,Other processed fruits and vegetables including dried,US
SEFM02,0000,2016,03,147.295,Frozen fruits and vegetables,US
SEFM01,0000,2016,03,161.129,Canned fruits and vegetables,US
SEFM,0000,2016,03,157.136,Processed fruits and vegetables,US
SEFL04,0000,2016,03,336.333,Other fresh vegetables,US
SEFL03,0000,2016,03,346.582,Tomatoes,US
SEFL02,0000,2016,03,299.284,Lettuce,US
SEFL01,0000,2016,03,328.190,Potatoes,US
SEFL,0000,2016,03,329.196,Fresh vegetables,US
SEFK04,0000,2016,03,124.367,Other fresh fruits,US
SEFK03,0000,2016,03,223.133,Citrus fruits,US
SEFK02,0000,2016,03,200.311,Bananas,US
SEFK01,0000,2016,03,354.489,Apples,US
SEFK,0000,2016,03,358.784,Fresh fruits,US
SEFJ04,0000,2016,03,146.469,Other dairy and related products,US
SEFJ03,0000,2016,03,221.928,Ice cream and related products,US
SEFJ02,0000,2016,03,229.518,Cheese and related products,US
SEFJ01,0000,2016,03,140.446,Milk,US
SEFJ,0000,2016,03,218.131,Dairy and related products,US
SEFH,0000,2016,03,258.547,Eggs,US
SEFG02,0000,2016,03,141.019,Processed fish and seafood,US
SEFG01,0000,2016,03,172.376,Fresh fish and seafood,US
SEFG,0000,2016,03,279.872,Fish and seafood,US
SEFF02,0000,2016,03,155.983,Other uncooked poultry including turkey,US
SEFF01,0000,2016,03,147.001,Chicken,US
SEFF,0000,2016,03,230.461,Poultry,US
SEFE,0000,2016,03,229.418,Other meats,US
SEFD04,0000,2016,03,126.287,"Other pork including roasts, steaks, and ribs",US
SEFD03,0000,2016,03,189.404,Pork chops,US
SEFD02,0000,2016,03,202.653,Ham,US
SEFD01,0000,2016,03,153.679,"Bacon, breakfast sausage, and related products",US
SEFD,0000,2016,03,208.566,Pork,US
SEFC04,0000,2016,03,231.956,Uncooked other beef and veal,US
SEFC03,0000,2016,03,209.665,Uncooked beef steaks,US
SEFC02,0000,2016,03,231.849,Uncooked beef roasts,US
SEFC01,0000,2016,03,273.841,Uncooked ground beef,US
SEFC,0000,2016,03,308.092,Beef and veal,US
SEFB04,0000,2016,03,264.290,Other bakery products,US
SEFB03,0000,2016,03,282.531,"Cakes, cupcakes, and cookies",US
SEFB02,0000,2016,03,176.468,"Fresh biscuits, rolls, muffins",US
SEFB01,0000,2016,03,178.446,Bread,US
SEFB,0000,2016,03,296.865,Bakery products,US
SEFA03,0000,2016,03,240.274,"Rice, pasta, cornmeal",US
SEFA02,0000,2016,03,227.129,Breakfast cereal,US
SEFA01,0000,2016,03,239.019,Flour and prepared flour mixes,US
SEFA,0000,2016,03,231.364,Cereals and cereal products,US
SEEEC,0000,2016,03,60.922,Information technology commodities,US
SEEE04,0000,2016,03,21.520,"Telephone hardware, calculators, and other consumer information items",US
SEEE03,0000,2016,03,78.402,Internet services and electronic information providers,US
SEEE02,0000,2016,03,35.157,Computer software and accessories,US
SEEE01,0000,2016,03,45.269,"Computers, peripherals, and smart home assistants",US
SEEE,0000,2016,03,7.919,"Information technology, hardware and services",US
SEED04,0000,2016,03,114.896,Residential telephone services,US
SEED03,0000,2016,03,55.280,Wireless telephone services,US
SEED,0000,2016,03,99.712,Telephone services,US
SEEC02,0000,2016,03,278.337,Delivery services,US
SEEC01,0000,2016,03,280.656,Postage,US
SEEC,0000,2016,03,178.099,Postage and delivery services,US
SEEB04,0000,2016,03,236.617,Technical and business school tuition and fees,US
SEEB03,0000,2016,03,280.664,Day care and preschool,US
SEEB02,0000,2016,03,767.125,Elementary and high school tuition and fees,US
SEEB01,0000,2016,03,799.161,College tuition and fees,US
SEEB,0000,2016,03,701.248,"Tuition, other school fees, and childcare",US
SEEA,0000,2016,03,658.775,Educational books and supplies,US
SEAG02,0000,2016,03,170.839,Jewelry,US
SEAG01,0000,2016,03,128.774,Watches,US
SEAG,0000,2016,03,165.622,Jewelry and watches,US
SEAF,0000,2016,03,118.352,Infants' and toddlers' apparel,US
SEAE03,0000,2016,03,129.107,Women's footwear,US
SEAE02,0000,2016,03,150.883,Boys' and girls' footwear,US
SEAE01,0000,2016,03,141.288,Men's footwear,US
SEAE,0000,2016,03,138.003,Footwear,US
SEAD,0000,2016,03,98.366,Girls' apparel,US
SEAC04,0000,2016,03,106.271,"Women's underwear, nightwear, swimwear and accessories",US
SEAC03,0000,2016,03,85.304,Women's suits and separates,US
SEAC02,0000,2016,03,126.487,Women's dresses,US
SEAC01,0000,2016,03,112.688,Women's outerwear,US
SEAC,0000,2016,03,118.003,Women's apparel,US
SEAB,0000,2016,03,100.600,Boys' apparel,US
SEAA04,0000,2016,03,119.898,Men's pants and shorts,US
SEAA03,0000,2016,03,79.480,Men's shirts and sweaters,US
SEAA02,0000,2016,03,157.073,"Men's underwear, nightwear, swimwear and accessories",US
SEAA01,0000,2016,03,106.540,"Men's suits, sport coats, and outerwear",US
SEAA,0000,2016,03,122.454,Men's apparel,US
SATCLTB,0000,2016,03,106.835,Transportation commodities less motor fuel,US
SAT1,0000,2016,03,185.706,Private transportation,US
SAT,0000,2016,03,191.257,Transportation,US
SASLE,0000,2016,03,307.703,Services less energy services,US
SASL5,0000,2016,03,282.437,Services less medical care services,US
SASL2RS,0000,2016,03,319.935,Services less rent of shelter,US
SAS4,0000,2016,03,296.363,Transportation services,US
SAS367,0000,2016,03,345.176,Other services,US
SAS2RS,0000,2016,03,297.083,Rent of shelter,US
SAS24,0000,2016,03,213.433,Utilities and public transportation,US
SAS,0000,2016,03,297.024,Services,US
SARS,0000,2016,03,114.646,Recreation services,US
SARC,0000,2016,03,86.795,Recreation commodities,US
SAR,0000,2016,03,117.071,Recreation,US
SANL13,0000,2016,03,217.611,Nondurables less food and apparel,US
SANL113,0000,2016,03,216.383,"Nondurables less food, beverages, and apparel",US
SANL11,0000,2016,03,179.677,Nondurables less food and beverages,US
SANL1,0000,2016,03,183.308,Nondurables less food,US
SAN1D,0000,2016,03,248.842,Domestically produced farm food,US
SAN,0000,2016,03,212.806,Nondurables,US
SAM2,0000,2016,03,489.520,Medical care services,US
SAM1,0000,2016,03,362.386,Medical care commodities,US
SAM,0000,2016,03,458.620,Medical care,US
SAH31,0000,2016,03,92.654,Household furnishings and supplies,US
SAH3,0000,2016,03,122.389,Household furnishings and operations,US
SAH21,0000,2016,03,186.198,Household energy,US
SAH2,0000,2016,03,223.918,Fuels and utilities,US
SAH1,0000,2016,03,285.196,Shelter,US
SAH,0000,2016,03,241.485,Housing,US
SAGS,0000,2016,03,114.069,Other personal services,US
SAGC,0000,2016,03,108.844,Other goods,US
SAG1,0000,2016,03,223.241,Personal care,US
SAG,0000,2016,03,420.632,Other goods and services,US
SAF116,0000,2016,03,242.230,Alcoholic beverages,US
SAF115,0000,2016,03,209.743,Other food at home,US
SAF114,0000,2016,03,168.187,Nonalcoholic beverages and beverage materials,US
SAF1131,0000,2016,03,344.971,Fresh fruits and vegetables,US
SAF113,0000,2016,03,298.162,Fruits and vegetables,US
SAF11211,0000,2016,03,255.276,Meats,US
SAF1121,0000,2016,03,250.420,"Meats, poultry, and fish",US
SAF112,0000,2016,03,250.837,"Meats, poultry, fish, and eggs",US
SAF111,0000,2016,03,273.162,Cereals and bakery products,US
SAF11,0000,2016,03,240.329,Food at home,US
SAF1,0000,2016,03,247.978,Food,US
SAF,0000,2016,03,247.677,Food and beverages,US
SAES,0000,2016,03,111.096,Education and communication services,US
SAEC,0000,2016,03,80.404,Education and communication commodities,US
SAE21,0000,2016,03,76.199,Information and information processing,US
SAE2,0000,2016,03,80.088,Communication,US
SAE1,0000,2016,03,244.876,Education,US
SAE,0000,2016,03,139.279,Education and communication,US
SAD,0000,2016,03,108.525,Durables,US
SACL1E4,0000,2016,03,147.024,"Commodities less food, energy, and used cars and trucks",US
SACL1E,0000,2016,03,146.367,Commodities less food and energy commodities,US
SACL11,0000,2016,03,144.277,Commodities less food and beverages,US
SACL1,0000,2016,03,147.528,Commodities less food,US
SACE,0000,2016,03,174.500,Energy commodities,US
SAC,0000,2016,03,178.437,Commodities,US
SAA2,0000,2016,03,114.559,Women's and girls' apparel,US
SAA1,0000,2016,03,117.951,Men's and boys' apparel,US
SAA,0000,2016,03,127.427,Apparel,US
SA311,0000,2016,03,120.371,Apparel less footwear,US
SA0R,0000,2016,03,42.0,Purchasing power of the consumer dollar,US
SA0LE,0000,2016,03,245.913,All items less energy,US
SA0L5,0000,2016,03,227.545,All items less medical care,US
SA0L2,0000,2016,03,222.363,All items less shelter,US
SA0L1E,0000,2016,03,246.358,All items less food and energy,US
SA0L12E4,0000,2016,03,229.479,"All items less food, shelter, energy, and used cars and trucks",US
SA0L12E,0000,2016,03,224.802,"All items less food, shelter, and energy",US
SA0L12,0000,2016,03,215.747,All items less food and shelter,US
SA0L1,0000,2016,03,236.602,All items less food,US
SA0E,0000,2016,03,179.017,Energy,US
SA0,0000,2016,03,238.132,All items,US
AA0R,0000,2016,03,14.0,Purchasing power of the consumer dollar - old base,US
AA0,0000,2016,03,713.339,All items - old base,US
SS47016,0400,2016,02,174.285,"Gasoline, unleaded premium",West
SS47015,0400,2016,02,168.365,"Gasoline, unleaded midgrade",West
SS47014,0400,2016,02,170.322,"Gasoline, unleaded regular",West
SS4501A,0400,2016,02,102.354,New cars and trucks,West
SS45011,0400,2016,02,146.173,New cars,West
SETB01,0400,2016,02,173.287,Gasoline (all types),West
SETB,0400,2016,02,173.893,Motor fuel,West
SETA02,0400,2016,02,138.133,Used cars and trucks,West
SETA01,0400,2016,02,147.376,New vehicles,West
SETA,0400,2016,02,100.691,New and used motor vehicles,West
SEMC,0400,2016,02,345.538,Professional services,West
SEHF02,0400,2016,02,196.429,Utility (piped) gas service,West
SEHF01,0400,2016,02,266.632,Electricity,West
SEHF,0400,2016,02,241.383,Energy services,West
SEHC01,0400,2016,02,310.742,Owners' equivalent rent of primary residence,West
SEHC,0400,2016,02,310.751,Owners' equivalent rent of residences,West
SEHA,0400,2016,02,311.351,Rent of primary residence,West
SEFV,0400,2016,02,255.841,Food away from home,West
SATCLTB,0400,2016,02,105.354,Transportation commodities less motor fuel,West
SAT1,0400,2016,02,184.063,Private transportation,West
SAT,0400,2016,02,190.635,Transportation,West
SASLE,0400,2016,02,312.779,Services less energy services,West
SASL5,0400,2016,02,294.210,Services less medical care services,West
SASL2RS,0400,2016,02,332.466,Services less rent of shelter,West
SAS4,0400,2016,02,286.440,Transportation services,West
SAS367,0400,2016,02,339.607,Other services,West
SAS2RS,0400,2016,02,315.685,Rent of shelter,West
SAS,0400,2016,02,307.770,Services,West
SARS,0400,2016,02,114.592,Recreation services,West
SARC,0400,2016,02,88.907,Recreation commodities,West
SAR,0400,2016,02,111.764,Recreation,West
SANL13,0400,2016,02,211.786,Nondurables less food and apparel,West
SANL113,0400,2016,02,208.314,"Nondurables less food, beverages, and apparel",West
SANL11,0400,2016,02,171.339,Nondurables less food and beverages,West
SANL1,0400,2016,02,176.818,Nondurables less food,West
SAN,0400,2016,02,211.634,Nondurables,West
SAM2,0400,2016,02,503.121,Medical care services,West
SAM1,0400,2016,02,351.417,Medical care commodities,West
SAM,0400,2016,02,466.390,Medical care,West
SAH31,0400,2016,02,93.869,Household furnishings and supplies,West
SAH3,0400,2016,02,130.220,Household furnishings and operations,West
SAH21,0400,2016,02,239.532,Household energy,West
SAH2,0400,2016,02,278.267,Fuels and utilities,West
SAH1,0400,2016,02,296.707,Shelter,West
SAH,0400,2016,02,261.126,Housing,West
SAGS,0400,2016,02,111.610,Other personal services,West
SAGC,0400,2016,02,106.884,Other goods,West
SAG,0400,2016,02,405.812,Other goods and services,West
SAF116,0400,2016,02,248.670,Alcoholic beverages,West
SAF11,0400,2016,02,250.045,Food at home,West
SAF1,0400,2016,02,252.966,Food,West
SAF,0400,2016,02,252.898,Food and beverages,West
SAES,0400,2016,02,111.182,Education and communication services,West
SAEC,0400,2016,02,79.171,Education and communication commodities,West
SAE,0400,2016,02,138.429,Education and communication,West
SAD,0400,2016,02,109.165,Durables,West
SACL1E,0400,2016,02,140.513,Commodities less food and energy commodities,West
SACL11,0400,2016,02,139.193,Commodities less food and beverages,West
SACL1,0400,2016,02,143.228,Commodities less food,West
SACE,0400,2016,02,178.266,Energy commodities,West
SAC,0400,2016,02,176.682,Commodities,West
SAA,0400,2016,02,119.697,Apparel,West
SA0LE,0400,2016,02,249.793,All items less energy,West
SA0L5,0400,2016,02,234.701,All items less medical care,West
SA0L2,0400,2016,02,224.910,All items less shelter,West
SA0L1E,0400,2016,02,250.019,All items less food and energy,West
SA0L1,0400,2016,02,243.730,All items less food,West
SA0E,0400,2016,02,205.191,Energy,West
SA0,0400,2016,02,244.821,All items,West
AA0,0400,2016,02,395.739,All items - old base,West
SS47016,0300,2016,02,169.145,"Gasoline, unleaded premium",South
SS47015,0300,2016,02,166.183,"Gasoline, unleaded midgrade",South
SS47014,0300,2016,02,141.180,"Gasoline, unleaded regular",South
SS4501A,0300,2016,02,105.455,New cars and trucks,South
SS45011,0300,2016,02,155.362,New cars,South
SETB01,0300,2016,02,145.991,Gasoline (all types),South
SETB,0300,2016,02,146.874,Motor fuel,South
SETA02,0300,2016,02,144.670,Used cars and trucks,South
SETA01,0300,2016,02,154.845,New vehicles,South
SETA,0300,2016,02,103.611,New and used motor vehicles,South
SEMC,0300,2016,02,358.899,Professional services,South
SEHF02,0300,2016,02,164.448,Utility (piped) gas service,South
SEHF01,0300,2016,02,180.587,Electricity,South
SEHF,0300,2016,02,180.436,Energy services,South
SEHC01,0300,2016,02,257.028,Owners' equivalent rent of primary residence,South
SEHC,0300,2016,02,257.037,Owners' equivalent rent of residences,South
SEHA,0300,2016,02,262.581,Rent of primary residence,South
SEFV,0300,2016,02,262.719,Food away from home,South
SATCLTB,0300,2016,02,107.343,Transportation commodities less motor fuel,South
SAT1,0300,2016,02,183.783,Private transportation,South
SAT,0300,2016,02,186.352,Transportation,South
SASLE,0300,2016,02,293.582,Services less energy services,South
SASL5,0300,2016,02,266.328,Services less medical care services,South
SASL2RS,0300,2016,02,318.256,Services less rent of shelter,South
SAS4,0300,2016,02,319.862,Transportation services,South
SAS367,0300,2016,02,337.634,Other services,South
SAS2RS,0300,2016,02,261.600,Rent of shelter,South
SAS,0300,2016,02,282.779,Services,South
SARS,0300,2016,02,114.836,Recreation services,South
SARC,0300,2016,02,84.204,Recreation commodities,South
SAR,0300,2016,02,116.974,Recreation,South
SANL13,0300,2016,02,207.383,Nondurables less food and apparel,South
SANL113,0300,2016,02,206.749,"Nondurables less food, beverages, and apparel",South
SANL11,0300,2016,02,177.682,Nondurables less food and beverages,South
SANL1,0300,2016,02,180.216,Nondurables less food,South
SAN,0300,2016,02,210.472,Nondurables,South
SAM2,0300,2016,02,464.990,Medical care services,South
SAM1,0300,2016,02,349.499,Medical care commodities,South
SAM,0300,2016,02,435.890,Medical care,South
SAH31,0300,2016,02,91.275,Household furnishings and supplies,South
SAH3,0300,2016,02,121.849,Household furnishings and operations,South
SAH21,0300,2016,02,180.066,Household energy,South
SAH2,0300,2016,02,223.084,Fuels and utilities,South
SAH1,0300,2016,02,254.928,Shelter,South
SAH,0300,2016,02,223.206,Housing,South
SAGS,0300,2016,02,114.344,Other personal services,South
SAGC,0300,2016,02,107.822,Other goods,South
SAG,0300,2016,02,410.899,Other goods and services,South
SAF116,0300,2016,02,227.009,Alcoholic beverages,South
SAF11,0300,2016,02,240.210,Food at home,South
SAF1,0300,2016,02,248.101,Food,South
SAF,0300,2016,02,246.728,Food and beverages,South
SAES,0300,2016,02,113.192,Education and communication services,South
SAEC,0300,2016,02,79.968,Education and communication commodities,South
SAE,0300,2016,02,137.103,Education and communication,South
SAD,0300,2016,02,110.975,Durables,South
SACL1E,0300,2016,02,147.921,Commodities less food and energy commodities,South
SACL11,0300,2016,02,144.146,Commodities less food and beverages,South
SACL1,0300,2016,02,146.660,Commodities less food,South
SACE,0300,2016,02,150.400,Energy commodities,South
SAC,0300,2016,02,176.861,Commodities,South
SAA,0300,2016,02,132.186,Apparel,South
SA0LE,0300,2016,02,237.975,All items less energy,South
SA0L5,0300,2016,02,218.356,All items less medical care,South
SA0L2,0300,2016,02,220.823,All items less shelter,South
SA0L1E,0300,2016,02,236.605,All items less food and energy,South
SA0L1,0300,2016,02,226.578,All items less food,South
SA0E,0300,2016,02,161.619,Energy,South
SA0,0300,2016,02,229.646,All items,South
AA0,0300,2016,02,372.517,All items - old base,South
SS47016,0200,2016,02,171.411,"Gasoline, unleaded premium",Midwest
SS47015,0200,2016,02,174.959,"Gasoline, unleaded midgrade",Midwest
SS47014,0200,2016,02,139.779,"Gasoline, unleaded regular",Midwest
SS4501A,0200,2016,02,99.911,New cars and trucks,Midwest
SS45011,0200,2016,02,137.367,New cars,Midwest
SETB01,0200,2016,02,145.296,Gasoline (all types),Midwest
SETB,0200,2016,02,146.354,Motor fuel,Midwest
SETA02,0200,2016,02,144.399,Used cars and trucks,Midwest
SETA01,0200,2016,02,141.195,New vehicles,Midwest
SETA,0200,2016,02,99.063,New and used motor vehicles,Midwest
SEMC,0200,2016,02,399.648,Professional services,Midwest
SEHF02,0200,2016,02,138.218,Utility (piped) gas service,Midwest
SEHF01,0200,2016,02,196.735,Electricity,Midwest
SEHF,0200,2016,02,178.723,Energy services,Midwest
SEHC01,0200,2016,02,256.948,Owners' equivalent rent of primary residence,Midwest
SEHC,0200,2016,02,256.960,Owners' equivalent rent of residences,Midwest
SEHA,0200,2016,02,252.375,Rent of primary residence,Midwest
SEFV,0200,2016,02,258.214,Food away from home,Midwest
SATCLTB,0200,2016,02,106.276,Transportation commodities less motor fuel,Midwest
SAT1,0200,2016,02,176.285,Private transportation,Midwest
SAT,0200,2016,02,182.112,Transportation,Midwest
SASLE,0200,2016,02,287.547,Services less energy services,Midwest
SASL5,0200,2016,02,259.060,Services less medical care services,Midwest
SASL2RS,0200,2016,02,307.502,Services less rent of shelter,Midwest
SAS4,0200,2016,02,295.789,Transportation services,Midwest
SAS367,0200,2016,02,330.888,Other services,Midwest
SAS2RS,0200,2016,02,260.370,Rent of shelter,Midwest
SAS,0200,2016,02,275.247,Services,Midwest
SARS,0200,2016,02,111.971,Recreation services,Midwest
SARC,0200,2016,02,90.335,Recreation commodities,Midwest
SAR,0200,2016,02,117.977,Recreation,Midwest
SANL13,0200,2016,02,211.880,Nondurables less food and apparel,Midwest
SANL113,0200,2016,02,210.121,"Nondurables less food, beverages, and apparel",Midwest
SANL11,0200,2016,02,173.387,Nondurables less food and beverages,Midwest
SANL1,0200,2016,02,177.175,Nondurables less food,Midwest
SAN,0200,2016,02,206.289,Nondurables,Midwest
SAM2,0200,2016,02,492.328,Medical care services,Midwest
SAM1,0200,2016,02,375.338,Medical care commodities,Midwest
SAM,0200,2016,02,462.960,Medical care,Midwest
SAH31,0200,2016,02,93.422,Household furnishings and supplies,Midwest
SAH3,0200,2016,02,115.264,Household furnishings and operations,Midwest
SAH21,0200,2016,02,171.352,Household energy,Midwest
SAH2,0200,2016,02,209.027,Fuels and utilities,Midwest
SAH1,0200,2016,02,253.512,Shelter,Midwest
SAH,0200,2016,02,214.511,Housing,Midwest
SAGS,0200,2016,02,113.008,Other personal services,Midwest
SAGC,0200,2016,02,109.752,Other goods,Midwest
SAG,0200,2016,02,405.629,Other goods and services,Midwest
SAF116,0200,2016,02,244.264,Alcoholic beverages,Midwest
SAF11,0200,2016,02,229.779,Food at home,Midwest
SAF1,0200,2016,02,240.425,Food,Midwest
SAF,0200,2016,02,240.839,Food and beverages,Midwest
SAES,0200,2016,02,110.406,Education and communication services,Midwest
SAEC,0200,2016,02,81.454,Education and communication commodities,Midwest
SAE,0200,2016,02,140.329,Education and communication,Midwest
SAD,0200,2016,02,105.962,Durables,Midwest
SACL1E,0200,2016,02,145.862,Commodities less food and energy commodities,Midwest
SACL11,0200,2016,02,140.158,Commodities less food and beverages,Midwest
SACL1,0200,2016,02,143.374,Commodities less food,Midwest
SACE,0200,2016,02,147.858,Energy commodities,Midwest
SAC,0200,2016,02,172.721,Commodities,Midwest
SAA,0200,2016,02,117.623,Apparel,Midwest
SA0LE,0200,2016,02,232.074,All items less energy,Midwest
SA0L5,0200,2016,02,211.847,All items less medical care,Midwest
SA0L2,0200,2016,02,214.473,All items less shelter,Midwest
SA0L1E,0200,2016,02,231.263,All items less food and energy,Midwest
SA0L1,0200,2016,02,220.295,All items less food,Midwest
SA0E,0200,2016,02,161.307,Energy,Midwest
SA0,0200,2016,02,223.196,All items,Midwest
AA0,0200,2016,02,363.153,All items - old base,Midwest
SS47016,0100,2016,02,173.424,"Gasoline, unleaded premium",Northeast
SS47015,0100,2016,02,173.232,"Gasoline, unleaded midgrade",Northeast
SS47014,0100,2016,02,152.914,"Gasoline, unleaded regular",Northeast
SS4501A,0100,2016,02,101.085,New cars and trucks,Northeast
SS45011,0100,2016,02,138.047,New cars,Northeast
SETB01,0100,2016,02,156.349,Gasoline (all types),Northeast
SETB,0100,2016,02,157.071,Motor fuel,Northeast
SETA02,0100,2016,02,150.792,Used cars and trucks,Northeast
SETA01,0100,2016,02,145.899,New vehicles,Northeast
SETA,0100,2016,02,97.467,New and used motor vehicles,Northeast
SEMC,0100,2016,02,369.841,Professional services,Northeast
SEHF02,0100,2016,02,143.522,Utility (piped) gas service,Northeast
SEHF01,0100,2016,02,196.205,Electricity,Northeast
SEHF,0100,2016,02,183.484,Energy services,Northeast
SEHC01,0100,2016,02,341.362,Owners' equivalent rent of primary residence,Northeast
SEHC,0100,2016,02,341.632,Owners' equivalent rent of residences,Northeast
SEHA,0100,2016,02,331.634,Rent of primary residence,Northeast
SEFV,0100,2016,02,263.547,Food away from home,Northeast
SATCLTB,0100,2016,02,105.887,Transportation commodities less motor fuel,Northeast
SAT1,0100,2016,02,180.554,Private transportation,Northeast
SAT,0100,2016,02,189.627,Transportation,Northeast
SASLE,0100,2016,02,332.599,Services less energy services,Northeast
SASL5,0100,2016,02,306.212,Services less medical care services,Northeast
SASL2RS,0100,2016,02,319.221,Services less rent of shelter,Northeast
SAS4,0100,2016,02,278.693,Transportation services,Northeast
SAS367,0100,2016,02,365.258,Other services,Northeast
SAS2RS,0100,2016,02,344.732,Rent of shelter,Northeast
SAS,0100,2016,02,319.212,Services,Northeast
SARS,0100,2016,02,112.864,Recreation services,Northeast
SARC,0100,2016,02,85.482,Recreation commodities,Northeast
SAR,0100,2016,02,120.729,Recreation,Northeast
SANL13,0100,2016,02,218.450,Nondurables less food and apparel,Northeast
SANL113,0100,2016,02,216.749,"Nondurables less food, beverages, and apparel",Northeast
SANL11,0100,2016,02,177.997,Nondurables less food and beverages,Northeast
SANL1,0100,2016,02,182.297,Nondurables less food,Northeast
SAN,0100,2016,02,215.073,Nondurables,Northeast
SAM2,0100,2016,02,507.637,Medical care services,Northeast
SAM1,0100,2016,02,377.418,Medical care commodities,Northeast
SAM,0100,2016,02,478.863,Medical care,Northeast
SAH31,0100,2016,02,93.328,Household furnishings and supplies,Northeast
SAH3,0100,2016,02,122.529,Household furnishings and operations,Northeast
SAH21,0100,2016,02,179.675,Household energy,Northeast
SAH2,0100,2016,02,204.437,Fuels and utilities,Northeast
SAH1,0100,2016,02,329.542,Shelter,Northeast
SAH,0100,2016,02,266.340,Housing,Northeast
SAGS,0100,2016,02,115.422,Other personal services,Northeast
SAGC,0100,2016,02,111.346,Other goods,Northeast
SAG,0100,2016,02,458.077,Other goods and services,Northeast
SAF116,0100,2016,02,251.396,Alcoholic beverages,Northeast
SAF11,0100,2016,02,248.472,Food at home,Northeast
SAF1,0100,2016,02,253.261,Food,Northeast
SAF,0100,2016,02,253.212,Food and beverages,Northeast
SAES,0100,2016,02,108.514,Education and communication services,Northeast
SAEC,0100,2016,02,82.768,Education and communication commodities,Northeast
SAE,0100,2016,02,141.130,Education and communication,Northeast
SAD,0100,2016,02,105.885,Durables,Northeast
SACL1E,0100,2016,02,149.897,Commodities less food and energy commodities,Northeast
SACL11,0100,2016,02,145.277,Commodities less food and beverages,Northeast
SACL1,0100,2016,02,149.062,Commodities less food,Northeast
SACE,0100,2016,02,165.508,Energy commodities,Northeast
SAC,0100,2016,02,182.954,Commodities,Northeast
SAA,0100,2016,02,132.054,Apparel,Northeast
SA0LE,0100,2016,02,263.099,All items less energy,Northeast
SA0L5,0100,2016,02,242.297,All items less medical care,Northeast
SA0L2,0100,2016,02,225.732,All items less shelter,Northeast
SA0L1E,0100,2016,02,266.546,All items less food and energy,Northeast
SA0L1,0100,2016,02,252.581,All items less food,Northeast
SA0E,0100,2016,02,170.903,Energy,Northeast
SA0,0100,2016,02,252.250,All items,Northeast
AA0,0100,2016,02,397.217,All items - old base,Northeast
SSGE013,0000,2016,02,84.626,Infants' equipment,US
SSFV031A,0000,2016,02,141.261,Food at elementary and secondary schools,US
SSEA011,0000,2016,02,227.063,College textbooks,US
SS68023,0000,2016,02,220.043,Tax return preparation and other accounting fees,US
SS68021,0000,2016,02,149.520,Checking account and other bank services,US
SS62055,0000,2016,02,120.962,Rental of video discs and other media,US
SS62054,0000,2016,02,242.300,Veterinarian services,US
SS62053,0000,2016,02,183.707,Pet services,US
SS62052,0000,2016,02,122.642,Photo Processing,US
SS62051,0000,2016,02,130.276,Photographer fees,US
SS62032,0000,2016,02,214.584,Admission to sporting events,US
SS62031,0000,2016,02,170.635,"Admission to movies, theaters, and concerts",US
SS62011,0000,2016,02,126.339,Automobile service clubs,US
SS61032,0000,2016,02,113.586,"Purchase of pets, pet supplies, accessories",US
SS61031,0000,2016,02,151.823,Pet food,US
SS61023,0000,2016,02,21.565,Photographic equipment,US
SS61021,0000,2016,02,124.057,Film and photographic supplies,US
SS61011,0000,2016,02,51.509,"Toys, games, hobbies and playground equipment",US
SS5703,0000,2016,02,666.592,Outpatient hospital services,US
SS5702,0000,2016,02,297.924,Inpatient hospital services,US
SS53031,0000,2016,02,121.927,Intracity mass transit,US
SS53023,0000,2016,02,63.880,Ship fare,US
SS53022,0000,2016,02,109.646,Intercity train fare,US
SS52051,0000,2016,02,219.622,Parking fees and tolls,US
SS48021,0000,2016,02,157.390,Vehicle parts and equipment other than tires,US
SS47021,0000,2016,02,368.043,"Motor oil, coolant, and fluids",US
SS47016,0000,2016,02,171.725,"Gasoline, unleaded premium",US
SS47015,0000,2016,02,169.378,"Gasoline, unleaded midgrade",US
SS47014,0000,2016,02,150.119,"Gasoline, unleaded regular",US
SS45021,0000,2016,02,156.943,New trucks,US
SS4501A,0000,2016,02,102.790,New cars and trucks,US
SS45011,0000,2016,02,145.094,New cars,US
SS33032,0000,2016,02,151.166,"Stationery, stationery supplies, gift wrap",US
SS31022,0000,2016,02,41.000,Video discs and other media,US
SS30021,0000,2016,02,96.262,Laundry equipment,US
