client_name,item_name,quarter,consumer_spend
PEDIATRIC OPHTHALMIC CARE PC,Health care,2015-01-01,1965737
PEDIATRIC OPHTHALMIC CARE PC,Health care,2014-10-01,1945195
PEDIATRIC OPHTHALMIC CARE PC,Health care,2014-07-01,1908554
PEDIATRIC OPHTHALMIC CARE PC,Health care,2014-04-01,1875662
PEDIATRIC OPHTHALMIC CARE PC,Health care,2014-01-01,1841599
PEDIATRIC OPHTHALMIC CARE PC,Health care,2013-10-01,1851889
PEDIATRIC OPHTHALMIC CARE PC,Health care,2013-07-01,1833087
PEDIATRIC OPHTHALMIC CARE PC,Health care,2013-04-01,1828625
PEDIATRIC OPHTHALMIC CARE PC,Health care,2013-01-01,1816841
PEDIATRIC OPHTHALMIC CARE PC,Health care,2012-10-01,1826446
PEDIATRIC OPHTHALMIC CARE PC,Health care,2012-07-01,1817785
PEDIATRIC OPHTHALMIC CARE PC,Health care,2012-04-01,1817570
PEDIATRIC OPHTHALMIC CARE PC,Health care,2012-01-01,1823373
PEDIATRIC OPHTHALMIC CARE PC,Health care,2011-10-01,1798527
PEDIATRIC OPHTHALMIC CARE PC,Health care,2011-07-01,1781910
PEDIATRIC OPHTHALMIC CARE PC,Health care,2011-04-01,1787790
PEDIATRIC OPHTHALMIC CARE PC,Health care,2011-01-01,1786551
PEDIATRIC OPHTHALMIC CARE PC,Health care,2010-10-01,1780286
PEDIATRIC OPHTHALMIC CARE PC,Health care,2010-07-01,1777561
PEDIATRIC OPHTHALMIC CARE PC,Health care,2010-04-01,1752153
PEDIATRIC OPHTHALMIC CARE PC,Health care,2010-01-01,1736761
PENUMBRA INC,Health care,2022-01-01,2252896
PENUMBRA INC,Health care,2021-10-01,2240191
PENUMBRA INC,Health care,2021-07-01,2219848
PENUMBRA INC,Health care,2021-04-01,2193641
PENUMBRA INC,Health care,2021-01-01,2140696
PENUMBRA INC,Health care,2020-10-01,2164395
PENUMBRA INC,Health care,2020-07-01,2094537
PENUMBRA INC,Health care,2020-04-01,1782625
PENUMBRA INC,Health care,2020-01-01,2165668
PENUMBRA INC,Health care,2019-10-01,2263304
PENUMBRA INC,Health care,2019-07-01,2247533
PENUMBRA INC,Health care,2019-04-01,2238978
PENUMBRA INC,Health care,2019-01-01,2211498
PENUMBRA INC,Health care,2018-10-01,2180602
PENUMBRA INC,Health care,2018-07-01,2189326
PENUMBRA INC,Health care,2018-04-01,2160313
PENUMBRA INC,Health care,2018-01-01,2148573
PENUMBRA INC,Health care,2017-10-01,2134615
PENUMBRA INC,Health care,2017-07-01,2123084
PENUMBRA INC,Health care,2017-04-01,2097873
PENUMBRA INC,Health care,2017-01-01,2104448
PENUMBRA INC,Health care,2016-10-01,2090583
PENUMBRA INC,Health care,2016-07-01,2065059
PENUMBRA INC,Health care,2016-04-01,2075982
PENUMBRA INC,Health care,2016-01-01,2048196
PENUMBRA INC,Health care,2015-10-01,2016752
PENUMBRA INC,Health care,2015-07-01,2013136
PENUMBRA INC,Health care,2015-04-01,1982644
PENUMBRA INC,Health care,2015-01-01,1965737
PENUMBRA INC,Health care,2014-10-01,1945195
PENUMBRA INC,Health care,2014-07-01,1908554
PENUMBRA INC,Health care,2014-04-01,1875662
PENUMBRA INC,Health care,2014-01-01,1841599
PENUMBRA INC,Health care,2013-10-01,1851889
PENUMBRA INC,Health care,2013-07-01,1833087
PENUMBRA INC,Health care,2013-04-01,1828625
PENUMBRA INC,Health care,2013-01-01,1816841
PENUMBRA INC,Health care,2012-10-01,1826446
PENUMBRA INC,Health care,2012-07-01,1817785
PENUMBRA INC,Health care,2012-04-01,1817570
PENUMBRA INC,Health care,2012-01-01,1823373
PENUMBRA INC,Health care,2011-10-01,1798527
PENUMBRA INC,Health care,2011-07-01,1781910
PENUMBRA INC,Health care,2011-04-01,1787790
PENUMBRA INC,Health care,2011-01-01,1786551
PENUMBRA INC,Health care,2010-10-01,1780286
PENUMBRA INC,Health care,2010-07-01,1777561
PENUMBRA INC,Health care,2010-04-01,1752153
PENUMBRA INC,Health care,2010-01-01,1736761
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
PERDUE AGRIBUSINESS GRAIN LLC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
PERDUE FARMS INC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
PERRONE LEATHER LLC,Clothing and footwear,2022-01-01,495170
PERRONE LEATHER LLC,Clothing and footwear,2021-10-01,501415
PERRONE LEATHER LLC,Clothing and footwear,2021-07-01,504261
PERRONE LEATHER LLC,Clothing and footwear,2021-04-01,505161
PERRONE LEATHER LLC,Clothing and footwear,2021-01-01,466189
PERRONE LEATHER LLC,Clothing and footwear,2020-10-01,431760
PERRONE LEATHER LLC,Clothing and footwear,2020-07-01,428578
PERRONE LEATHER LLC,Clothing and footwear,2020-04-01,322805
PERRONE LEATHER LLC,Clothing and footwear,2020-01-01,377524
PERRONE LEATHER LLC,Clothing and footwear,2019-10-01,415107
PERRONE LEATHER LLC,Clothing and footwear,2019-07-01,406536
PERRONE LEATHER LLC,Clothing and footwear,2019-04-01,406087
PERRONE LEATHER LLC,Clothing and footwear,2019-01-01,398751
PERRONE LEATHER LLC,Clothing and footwear,2018-10-01,398963
PERRONE LEATHER LLC,Clothing and footwear,2018-07-01,399861
PERRONE LEATHER LLC,Clothing and footwear,2018-04-01,391766
PERRONE LEATHER LLC,Clothing and footwear,2018-01-01,388983
PERRONE LEATHER LLC,Clothing and footwear,2017-10-01,389648
PERRONE LEATHER LLC,Clothing and footwear,2017-07-01,384320
PERRONE LEATHER LLC,Clothing and footwear,2017-04-01,382758
PERRONE LEATHER LLC,Clothing and footwear,2017-01-01,380169
PERRONE LEATHER LLC,Clothing and footwear,2016-10-01,375443
PERRONE LEATHER LLC,Clothing and footwear,2016-07-01,378935
PERRONE LEATHER LLC,Clothing and footwear,2016-04-01,375388
PERRONE LEATHER LLC,Clothing and footwear,2016-01-01,376615
PERRONE LEATHER LLC,Clothing and footwear,2015-10-01,370586
PERRONE LEATHER LLC,Clothing and footwear,2015-07-01,370164
PERRONE LEATHER LLC,Clothing and footwear,2015-04-01,368060
PERRONE LEATHER LLC,Clothing and footwear,2015-01-01,365231
PERRONE LEATHER LLC,Clothing and footwear,2014-10-01,363707
PERRONE LEATHER LLC,Clothing and footwear,2014-07-01,357726
PERRONE LEATHER LLC,Clothing and footwear,2014-04-01,355562
PERRONE LEATHER LLC,Clothing and footwear,2014-01-01,347440
PERRONE LEATHER LLC,Clothing and footwear,2013-10-01,347041
PERRONE LEATHER LLC,Clothing and footwear,2013-07-01,346052
PERRONE LEATHER LLC,Clothing and footwear,2013-04-01,347746
PERRONE LEATHER LLC,Clothing and footwear,2013-01-01,347607
PERRONE LEATHER LLC,Clothing and footwear,2012-10-01,344160
PERRONE LEATHER LLC,Clothing and footwear,2012-07-01,346931
PERRONE LEATHER LLC,Clothing and footwear,2012-04-01,341757
PERRONE LEATHER LLC,Clothing and footwear,2012-01-01,348030
PERRONE LEATHER LLC,Clothing and footwear,2011-10-01,343776
PERRONE LEATHER LLC,Clothing and footwear,2011-07-01,342350
PERRONE LEATHER LLC,Clothing and footwear,2011-04-01,347258
PERRONE LEATHER LLC,Clothing and footwear,2011-01-01,345058
PERRONE LEATHER LLC,Clothing and footwear,2010-10-01,341927
PERRONE LEATHER LLC,Clothing and footwear,2010-07-01,333427
PERRONE LEATHER LLC,Clothing and footwear,2010-04-01,331631
PERRONE LEATHER LLC,Clothing and footwear,2010-01-01,326835
PETCARERX INC,Health care,2022-01-01,2252896
PETCARERX INC,Health care,2021-10-01,2240191
PETCARERX INC,Health care,2021-07-01,2219848
PETCARERX INC,Health care,2021-04-01,2193641
PETCARERX INC,Health care,2021-01-01,2140696
PETCARERX INC,Health care,2020-10-01,2164395
PETCARERX INC,Health care,2020-07-01,2094537
PETCARERX INC,Health care,2020-04-01,1782625
PETCARERX INC,Health care,2020-01-01,2165668
PETCARERX INC,Health care,2019-10-01,2263304
PETCARERX INC,Health care,2019-07-01,2247533
PETCARERX INC,Health care,2019-04-01,2238978
PETCARERX INC,Health care,2019-01-01,2211498
PETCARERX INC,Health care,2018-10-01,2180602
PETCARERX INC,Health care,2018-07-01,2189326
PETCARERX INC,Health care,2018-04-01,2160313
PETCARERX INC,Health care,2018-01-01,2148573
PETCARERX INC,Health care,2017-10-01,2134615
PETCARERX INC,Health care,2017-07-01,2123084
PETCARERX INC,Health care,2017-04-01,2097873
PETCARERX INC,Health care,2017-01-01,2104448
PETCARERX INC,Health care,2016-10-01,2090583
PETCARERX INC,Health care,2016-07-01,2065059
PETCARERX INC,Health care,2016-04-01,2075982
PETCARERX INC,Health care,2016-01-01,2048196
PETCARERX INC,Health care,2015-10-01,2016752
PETCARERX INC,Health care,2015-07-01,2013136
PETCARERX INC,Health care,2015-04-01,1982644
PETCARERX INC,Health care,2015-01-01,1965737
PETCARERX INC,Health care,2014-10-01,1945195
PETCARERX INC,Health care,2014-07-01,1908554
PETCARERX INC,Health care,2014-04-01,1875662
PETCARERX INC,Health care,2014-01-01,1841599
PETCARERX INC,Health care,2013-10-01,1851889
PETCARERX INC,Health care,2013-07-01,1833087
PETCARERX INC,Health care,2013-04-01,1828625
PETCARERX INC,Health care,2013-01-01,1816841
PETCARERX INC,Health care,2012-10-01,1826446
PETCARERX INC,Health care,2012-07-01,1817785
PETCARERX INC,Health care,2012-04-01,1817570
PETCARERX INC,Health care,2012-01-01,1823373
PETCARERX INC,Health care,2011-10-01,1798527
PETCARERX INC,Health care,2011-07-01,1781910
PETCARERX INC,Health care,2011-04-01,1787790
PETCARERX INC,Health care,2011-01-01,1786551
PETCARERX INC,Health care,2010-10-01,1780286
PETCARERX INC,Health care,2010-07-01,1777561
PETCARERX INC,Health care,2010-04-01,1752153
PETCARERX INC,Health care,2010-01-01,1736761
PETER THOMAS ROTH LABS LLC,Other durable goods,2022-01-01,348969
PETER THOMAS ROTH LABS LLC,Other durable goods,2021-10-01,346724
PETER THOMAS ROTH LABS LLC,Other durable goods,2021-07-01,336656
PETER THOMAS ROTH LABS LLC,Other durable goods,2021-04-01,332601
PETER THOMAS ROTH LABS LLC,Other durable goods,2021-01-01,316992
PETER THOMAS ROTH LABS LLC,Other durable goods,2020-10-01,285713
PETER THOMAS ROTH LABS LLC,Other durable goods,2020-07-01,276599
PETER THOMAS ROTH LABS LLC,Other durable goods,2020-04-01,196890
PETER THOMAS ROTH LABS LLC,Other durable goods,2020-01-01,248100
PETER THOMAS ROTH LABS LLC,Other durable goods,2019-10-01,258851
PETER THOMAS ROTH LABS LLC,Other durable goods,2019-07-01,257861
PETER THOMAS ROTH LABS LLC,Other durable goods,2019-04-01,252659
PETER THOMAS ROTH LABS LLC,Other durable goods,2019-01-01,252764
PETER THOMAS ROTH LABS LLC,Other durable goods,2018-10-01,249242
PETER THOMAS ROTH LABS LLC,Other durable goods,2018-07-01,244905
PETER THOMAS ROTH LABS LLC,Other durable goods,2018-04-01,244718
PETER THOMAS ROTH LABS LLC,Other durable goods,2018-01-01,239479
PETER THOMAS ROTH LABS LLC,Other durable goods,2017-10-01,237243
PETER THOMAS ROTH LABS LLC,Other durable goods,2017-07-01,235139
PETER THOMAS ROTH LABS LLC,Other durable goods,2017-04-01,228999
PETER THOMAS ROTH LABS LLC,Other durable goods,2017-01-01,227808
PETER THOMAS ROTH LABS LLC,Other durable goods,2016-10-01,227111
PETER THOMAS ROTH LABS LLC,Other durable goods,2016-07-01,226278
PETER THOMAS ROTH LABS LLC,Other durable goods,2016-04-01,224060
PETER THOMAS ROTH LABS LLC,Other durable goods,2016-01-01,225568
PETER THOMAS ROTH LABS LLC,Other durable goods,2015-10-01,226503
PETER THOMAS ROTH LABS LLC,Other durable goods,2015-07-01,224162
PETER THOMAS ROTH LABS LLC,Other durable goods,2015-04-01,221752
PETER THOMAS ROTH LABS LLC,Other durable goods,2015-01-01,217269
PETER THOMAS ROTH LABS LLC,Other durable goods,2014-10-01,213498
PETER THOMAS ROTH LABS LLC,Other durable goods,2014-07-01,208301
PETER THOMAS ROTH LABS LLC,Other durable goods,2014-04-01,204710
PETER THOMAS ROTH LABS LLC,Other durable goods,2014-01-01,199107
PETER THOMAS ROTH LABS LLC,Other durable goods,2013-10-01,196128
PETER THOMAS ROTH LABS LLC,Other durable goods,2013-07-01,189869
PETER THOMAS ROTH LABS LLC,Other durable goods,2013-04-01,188227
PETER THOMAS ROTH LABS LLC,Other durable goods,2013-01-01,188719
PETER THOMAS ROTH LABS LLC,Other durable goods,2012-10-01,185400
PETER THOMAS ROTH LABS LLC,Other durable goods,2012-07-01,183529
PETER THOMAS ROTH LABS LLC,Other durable goods,2012-04-01,179862
PETER THOMAS ROTH LABS LLC,Other durable goods,2012-01-01,178624
PETER THOMAS ROTH LABS LLC,Other durable goods,2011-10-01,174969
PETER THOMAS ROTH LABS LLC,Other durable goods,2011-07-01,176736
PETER THOMAS ROTH LABS LLC,Other durable goods,2011-04-01,174527
PETER THOMAS ROTH LABS LLC,Other durable goods,2011-01-01,172776
PETER THOMAS ROTH LABS LLC,Other durable goods,2010-10-01,171500
PETER THOMAS ROTH LABS LLC,Other durable goods,2010-07-01,168677
PETER THOMAS ROTH LABS LLC,Other durable goods,2010-04-01,166041
PETER THOMAS ROTH LABS LLC,Other durable goods,2010-01-01,165858
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2019-10-01,994714
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2019-07-01,997859
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2019-04-01,985136
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2019-01-01,970569
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2018-10-01,972585
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2018-07-01,968444
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2018-04-01,966239
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2018-01-01,962112
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2017-10-01,959973
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2017-07-01,947756
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2017-04-01,940790
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2017-01-01,935123
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2016-10-01,926928
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2016-07-01,917396
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2016-04-01,911687
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2016-01-01,896614
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2015-10-01,887686
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2015-07-01,886629
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2015-04-01,883554
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2015-01-01,881356
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2014-10-01,876328
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2014-07-01,872315
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2014-04-01,868601
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2014-01-01,868220
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2013-10-01,863182
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2013-07-01,856714
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2013-04-01,850007
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2013-01-01,852237
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2012-10-01,849367
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2012-07-01,847435
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2012-04-01,846413
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2012-01-01,841577
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2011-10-01,836100
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2011-07-01,837225
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2011-04-01,840466
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2011-01-01,842164
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2010-10-01,841947
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2010-07-01,835789
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2010-04-01,834628
PETERS WHOLESALE MEAT CORP,Food and beverages purchased for off-premises consumption,2010-01-01,838455
PFIZER HCP CORP,Health care,2022-01-01,2252896
PFIZER HCP CORP,Health care,2021-10-01,2240191
PFIZER HCP CORP,Health care,2021-07-01,2219848
PFIZER HCP CORP,Health care,2021-04-01,2193641
PFIZER HCP CORP,Health care,2021-01-01,2140696
PFIZER HCP CORP,Health care,2020-10-01,2164395
PFIZER HCP CORP,Health care,2020-07-01,2094537
PFIZER HCP CORP,Health care,2020-04-01,1782625
PFIZER HCP CORP,Health care,2020-01-01,2165668
PFIZER HCP CORP,Health care,2019-10-01,2263304
PFIZER HCP CORP,Health care,2019-07-01,2247533
PFIZER HCP CORP,Health care,2019-04-01,2238978
PFIZER HCP CORP,Health care,2019-01-01,2211498
PFIZER HCP CORP,Health care,2018-10-01,2180602
PFIZER HCP CORP,Health care,2018-07-01,2189326
PFIZER HCP CORP,Health care,2018-04-01,2160313
PFIZER HCP CORP,Health care,2018-01-01,2148573
PFIZER HCP CORP,Health care,2017-10-01,2134615
PFIZER HCP CORP,Health care,2017-07-01,2123084
PFIZER HCP CORP,Health care,2017-04-01,2097873
