payment_month,physician_type,state_code,total_amount
2017-05-01,Doctor of Dentistry,KY,75108.91
2017-05-01,Doctor of Dentistry,LA,50134.5
2017-05-01,Doctor of Dentistry,MA,190518.91
2017-05-01,Doctor of Dentistry,MD,88831.61
2017-05-01,Doctor of Dentistry,ME,7075.01
2017-05-01,Doctor of Dentistry,MI,214125.69999999998
2017-05-01,Doctor of Dentistry,MN,131527.96
2017-05-01,Doctor of Dentistry,MO,70686.27
2017-05-01,Doctor of Dentistry,MS,15567.57
2017-05-01,Doctor of Dentistry,MT,2126.75
2017-05-01,Doctor of Dentistry,NC,177762.96
2017-05-01,Doctor of Dentistry,ND,4490.22
2017-05-01,Doctor of Dentistry,NE,17063.3
2017-05-01,Doctor of Dentistry,NH,19953.71
2017-05-01,Doctor of Dentistry,NJ,206317.41
2017-05-01,Doctor of Dentistry,NM,16176.56
2017-05-01,Doctor of Dentistry,NV,114792.21
2017-05-01,Doctor of Dentistry,NY,662433.94
2017-05-01,Doctor of Dentistry,OH,113550.27
2017-05-01,Doctor of Dentistry,OK,38541.41
2017-05-01,Doctor of Dentistry,OR,46081.92
2017-05-01,Doctor of Dentistry,PA,274875.01
2017-05-01,Doctor of Dentistry,PR,11626.21
2017-05-01,Doctor of Dentistry,RI,9448.36
2017-05-01,Doctor of Dentistry,SC,68471.75
2017-05-01,Doctor of Dentistry,SD,8761.460000000001
2017-05-01,Doctor of Dentistry,TN,55589.77
2017-05-01,Doctor of Dentistry,TX,355684.16
2017-05-01,Doctor of Dentistry,US,7291552.319999999
2017-05-01,Doctor of Dentistry,UT,97723.45999999999
2017-05-01,Doctor of Dentistry,VA,60806.32
2017-05-01,Doctor of Dentistry,VT,207.51
2017-05-01,Doctor of Dentistry,WA,428833.33
2017-05-01,Doctor of Dentistry,WI,177376.59
2017-05-01,Doctor of Dentistry,WV,13536.85
2017-05-01,Doctor of Dentistry,WY,1037.98
2017-06-01,Doctor of Dentistry,AA,20.14
2017-06-01,Doctor of Dentistry,AE,1542.74
2017-06-01,Doctor of Dentistry,AK,3234.33
2017-06-01,Doctor of Dentistry,AL,31420.809999999998
2017-06-01,Doctor of Dentistry,AR,9870.6
2017-06-01,Doctor of Dentistry,AZ,317508.62
2017-06-01,Doctor of Dentistry,CA,1129580.45
2017-06-01,Doctor of Dentistry,CO,86711.31
2017-06-01,Doctor of Dentistry,CT,85353.33
2017-06-01,Doctor of Dentistry,DC,24758.01
2017-06-01,Doctor of Dentistry,DE,2607.91
2017-06-01,Doctor of Dentistry,FL,1110491.06
2017-06-01,Doctor of Dentistry,GA,82913.94
2017-06-01,Doctor of Dentistry,HI,8419.69
2017-06-01,Doctor of Dentistry,IA,57009.18
2017-06-01,Doctor of Dentistry,ID,11199.82
2017-06-01,Doctor of Dentistry,IL,279849.12
2017-06-01,Doctor of Dentistry,IN,28126.81
2017-06-01,Doctor of Dentistry,KS,29582.61
2017-06-01,Doctor of Dentistry,KY,75609.85
2017-06-01,Doctor of Dentistry,LA,64041.63
2017-06-01,Doctor of Dentistry,MA,232250.71
2017-06-01,Doctor of Dentistry,MD,106293.85
2017-06-01,Doctor of Dentistry,ME,3206.9900000000002
2017-06-01,Doctor of Dentistry,MI,147727.34
2017-06-01,Doctor of Dentistry,MN,93910.94
2017-06-01,Doctor of Dentistry,MO,141610.74
2017-06-01,Doctor of Dentistry,MS,10643.64
2017-06-01,Doctor of Dentistry,MT,2659.07
2017-06-01,Doctor of Dentistry,NC,341665.8
2017-06-01,Doctor of Dentistry,ND,9449.3
2017-06-01,Doctor of Dentistry,NE,18210.92
2017-06-01,Doctor of Dentistry,NH,22904.08
2017-06-01,Doctor of Dentistry,NJ,269037.7
2017-06-01,Doctor of Dentistry,NM,72677.43
2017-06-01,Doctor of Dentistry,NV,64807.6
2017-06-01,Doctor of Dentistry,NY,953558.78
2017-06-01,Doctor of Dentistry,OH,59673.44
2017-06-01,Doctor of Dentistry,OK,57286.22
2017-06-01,Doctor of Dentistry,OR,92885.86
2017-06-01,Doctor of Dentistry,PA,158701.75
2017-06-01,Doctor of Dentistry,PR,4384.06
2017-06-01,Doctor of Dentistry,RI,2095.49
2017-06-01,Doctor of Dentistry,SC,51038.21
2017-06-01,Doctor of Dentistry,SD,3392.61
2017-06-01,Doctor of Dentistry,TN,63277.270000000004
2017-06-01,Doctor of Dentistry,TX,333972.89
2017-06-01,Doctor of Dentistry,US,7118000.03
2017-06-01,Doctor of Dentistry,UT,33465.58
2017-06-01,Doctor of Dentistry,VA,62505.03
2017-06-01,Doctor of Dentistry,VT,6323.52
2017-06-01,Doctor of Dentistry,WA,168419.45
2017-06-01,Doctor of Dentistry,WI,84812.56999999999
2017-06-01,Doctor of Dentistry,WV,4720.5599999999995
2017-06-01,Doctor of Dentistry,WY,578.67
2017-07-01,Doctor of Dentistry,AE,886.09
2017-07-01,Doctor of Dentistry,AK,23357.04
2017-07-01,Doctor of Dentistry,AL,51993.37
2017-07-01,Doctor of Dentistry,AR,30791.23
2017-07-01,Doctor of Dentistry,AZ,277501.84
2017-07-01,Doctor of Dentistry,CA,1103976.97
2017-07-01,Doctor of Dentistry,CO,119654.79
2017-07-01,Doctor of Dentistry,CT,67712.68
2017-07-01,Doctor of Dentistry,DC,12581.78
2017-07-01,Doctor of Dentistry,DE,2868.39
2017-07-01,Doctor of Dentistry,FL,358176.3
2017-07-01,Doctor of Dentistry,GA,188252.07
2017-07-01,Doctor of Dentistry,HI,29039.9
2017-07-01,Doctor of Dentistry,IA,57865.26
2017-07-01,Doctor of Dentistry,ID,60463.25
2017-07-01,Doctor of Dentistry,IL,292812.72000000003
2017-07-01,Doctor of Dentistry,IN,72970.67
2017-07-01,Doctor of Dentistry,KS,65462.76
2017-07-01,Doctor of Dentistry,KY,42992.82
2017-07-01,Doctor of Dentistry,LA,59210.9
2017-07-01,Doctor of Dentistry,MA,101047.67
2017-07-01,Doctor of Dentistry,MD,55171.41
2017-07-01,Doctor of Dentistry,ME,10365.95
2017-07-01,Doctor of Dentistry,MI,261919.09
2017-07-01,Doctor of Dentistry,MN,114643.58
2017-07-01,Doctor of Dentistry,MO,121178.42
2017-07-01,Doctor of Dentistry,MS,8813.95
2017-07-01,Doctor of Dentistry,MT,8770.67
2017-07-01,Doctor of Dentistry,NC,127829.57
2017-07-01,Doctor of Dentistry,ND,15191.08
2017-07-01,Doctor of Dentistry,NE,21867.04
2017-07-01,Doctor of Dentistry,NH,12035.220000000001
2017-07-01,Doctor of Dentistry,NJ,140997.6
2017-07-01,Doctor of Dentistry,NM,22604.76
2017-07-01,Doctor of Dentistry,NV,55477.020000000004
2017-07-01,Doctor of Dentistry,NY,683141.41
2017-07-01,Doctor of Dentistry,OH,224653.7
2017-07-01,Doctor of Dentistry,OK,91140.48
2017-07-01,Doctor of Dentistry,OR,65896.04
2017-07-01,Doctor of Dentistry,PA,183482.79
2017-07-01,Doctor of Dentistry,PR,6887.85
2017-07-01,Doctor of Dentistry,RI,4171.21
2017-07-01,Doctor of Dentistry,SC,95268.01999999999
2017-07-01,Doctor of Dentistry,SD,6299.75
2017-07-01,Doctor of Dentistry,TN,73352.43
2017-07-01,Doctor of Dentistry,TX,533881.98
2017-07-01,Doctor of Dentistry,US,6723730.11
2017-07-01,Doctor of Dentistry,UT,171953.03
2017-07-01,Doctor of Dentistry,VA,182213.6
2017-07-01,Doctor of Dentistry,VT,773.91
2017-07-01,Doctor of Dentistry,WA,298114.3
2017-07-01,Doctor of Dentistry,WI,71421.13
2017-07-01,Doctor of Dentistry,WV,20879.23
2017-07-01,Doctor of Dentistry,WY,13715.390000000001
2017-08-01,Doctor of Dentistry,AA,20.45
2017-08-01,Doctor of Dentistry,AE,1523.84
2017-08-01,Doctor of Dentistry,AK,25855.31
2017-08-01,Doctor of Dentistry,AL,72910.76
2017-08-01,Doctor of Dentistry,AP,31.8
2017-08-01,Doctor of Dentistry,AR,32224.84
2017-08-01,Doctor of Dentistry,AZ,427373.48
2017-08-01,Doctor of Dentistry,CA,2103900.04
2017-08-01,Doctor of Dentistry,CO,142568.71
2017-08-01,Doctor of Dentistry,CT,58283.8
2017-08-01,Doctor of Dentistry,DC,69373.06999999999
2017-08-01,Doctor of Dentistry,DE,4823.82
2017-08-01,Doctor of Dentistry,FL,621075.3
2017-08-01,Doctor of Dentistry,GA,118079.49
2017-08-01,Doctor of Dentistry,HI,20171.19
2017-08-01,Doctor of Dentistry,IA,57376.74
2017-08-01,Doctor of Dentistry,ID,27361.96
2017-08-01,Doctor of Dentistry,IL,242483.69
2017-08-01,Doctor of Dentistry,IN,73538.87
2017-08-01,Doctor of Dentistry,KS,48188.04
2017-08-01,Doctor of Dentistry,KY,84995.36
2017-08-01,Doctor of Dentistry,LA,121665.37
2017-08-01,Doctor of Dentistry,MA,336467.10000000003
2017-08-01,Doctor of Dentistry,MD,139451.14
2017-08-01,Doctor of Dentistry,ME,6733.06
2017-08-01,Doctor of Dentistry,MI,170320.91
2017-08-01,Doctor of Dentistry,MN,76385.54
2017-08-01,Doctor of Dentistry,MO,74768.81999999999
2017-08-01,Doctor of Dentistry,MS,16642.44
2017-08-01,Doctor of Dentistry,MT,5283.27
2017-08-01,Doctor of Dentistry,NC,289398.13
2017-08-01,Doctor of Dentistry,ND,9330.36
2017-08-01,Doctor of Dentistry,NE,18306.72
2017-08-01,Doctor of Dentistry,NH,30189.62
2017-08-01,Doctor of Dentistry,NJ,190754.13
2017-08-01,Doctor of Dentistry,NM,21245.3
2017-08-01,Doctor of Dentistry,NV,79455.74
2017-08-01,Doctor of Dentistry,NY,519533.52
2017-08-01,Doctor of Dentistry,OH,165054.2
2017-08-01,Doctor of Dentistry,OK,71221.04
2017-08-01,Doctor of Dentistry,OR,100405.39
2017-08-01,Doctor of Dentistry,PA,181224.58
2017-08-01,Doctor of Dentistry,PR,3697.96
2017-08-01,Doctor of Dentistry,RI,1627.69
2017-08-01,Doctor of Dentistry,SC,48508.24
2017-08-01,Doctor of Dentistry,SD,4139.64
2017-08-01,Doctor of Dentistry,TN,88328.07
2017-08-01,Doctor of Dentistry,TX,532232.49
2017-08-01,Doctor of Dentistry,US,8792183.05
2017-08-01,Doctor of Dentistry,UT,93831.57
2017-08-01,Doctor of Dentistry,VA,98060.03
2017-08-01,Doctor of Dentistry,VT,200.0
2017-08-01,Doctor of Dentistry,WA,522183.64
2017-08-01,Doctor of Dentistry,WI,532356.96
2017-08-01,Doctor of Dentistry,WV,4944.53
2017-08-01,Doctor of Dentistry,WY,6075.29
2017-09-01,Doctor of Dentistry,AA,11.28
2017-09-01,Doctor of Dentistry,AE,1065.09
2017-09-01,Doctor of Dentistry,AK,6842.28
2017-09-01,Doctor of Dentistry,AL,35273.5
2017-09-01,Doctor of Dentistry,AP,21.9
2017-09-01,Doctor of Dentistry,AR,6986.9
2017-09-01,Doctor of Dentistry,AZ,192862.27
2017-09-01,Doctor of Dentistry,CA,1207547.01
2017-09-01,Doctor of Dentistry,CO,85785.28
2017-09-01,Doctor of Dentistry,CT,94459.59
2017-09-01,Doctor of Dentistry,DC,35088.73
2017-09-01,Doctor of Dentistry,DE,4341.63
2017-09-01,Doctor of Dentistry,FL,291285.93
2017-09-01,Doctor of Dentistry,GA,116634.62
2017-09-01,Doctor of Dentistry,HI,8542.22
2017-09-01,Doctor of Dentistry,IA,41680.76
2017-09-01,Doctor of Dentistry,ID,19641.6
2017-09-01,Doctor of Dentistry,IL,223628.86000000002
2017-09-01,Doctor of Dentistry,IN,14428.02
2017-09-01,Doctor of Dentistry,KS,48466.42
2017-09-01,Doctor of Dentistry,KY,72624.13
2017-09-01,Doctor of Dentistry,LA,43752.74
2017-09-01,Doctor of Dentistry,MA,218161.84
2017-09-01,Doctor of Dentistry,MD,63199.32
2017-09-01,Doctor of Dentistry,ME,12497.47
2017-09-01,Doctor of Dentistry,MI,163601.65
2017-09-01,Doctor of Dentistry,MN,96752.23
2017-09-01,Doctor of Dentistry,MO,86533.37
2017-09-01,Doctor of Dentistry,MS,11822.53
2017-09-01,Doctor of Dentistry,MT,5226.57
2017-09-01,Doctor of Dentistry,NC,284870.71
2017-09-01,Doctor of Dentistry,ND,945.72
2017-09-01,Doctor of Dentistry,NE,20675.83
2017-09-01,Doctor of Dentistry,NH,13478.63
2017-09-01,Doctor of Dentistry,NJ,114285.41
2017-09-01,Doctor of Dentistry,NM,14673.289999999999
2017-09-01,Doctor of Dentistry,NV,48101.43
2017-09-01,Doctor of Dentistry,NY,519137.49
2017-09-01,Doctor of Dentistry,OH,121942.11
2017-09-01,Doctor of Dentistry,OK,57145.95
2017-09-01,Doctor of Dentistry,OR,71956.9
2017-09-01,Doctor of Dentistry,PA,191989.84
2017-09-01,Doctor of Dentistry,PR,1400.75
2017-09-01,Doctor of Dentistry,RI,6108.19
2017-09-01,Doctor of Dentistry,SC,73277.64
2017-09-01,Doctor of Dentistry,SD,10631.94
2017-09-01,Doctor of Dentistry,TN,47463.27
2017-09-01,Doctor of Dentistry,TX,347343.63
2017-09-01,Doctor of Dentistry,US,5501717.59
2017-09-01,Doctor of Dentistry,UT,46654.18
2017-09-01,Doctor of Dentistry,VA,87886.6
2017-09-01,Doctor of Dentistry,VT,1953.5
2017-09-01,Doctor of Dentistry,WA,147992.32
2017-09-01,Doctor of Dentistry,WI,53654.45
2017-09-01,Doctor of Dentistry,WV,8114.59
2017-09-01,Doctor of Dentistry,WY,1267.48
2017-10-01,Doctor of Dentistry,AA,46.66
2017-10-01,Doctor of Dentistry,AE,1053.22
2017-10-01,Doctor of Dentistry,AK,3693.51
2017-10-01,Doctor of Dentistry,AL,64229.27
2017-10-01,Doctor of Dentistry,AP,25.69
2017-10-01,Doctor of Dentistry,AR,10443.08
2017-10-01,Doctor of Dentistry,AZ,226831.43
2017-10-01,Doctor of Dentistry,CA,922973.86
2017-10-01,Doctor of Dentistry,CO,84671.63
2017-10-01,Doctor of Dentistry,CT,96351.0
2017-10-01,Doctor of Dentistry,DC,56674.7
2017-10-01,Doctor of Dentistry,DE,5821.69
2017-10-01,Doctor of Dentistry,FL,336785.19
2017-10-01,Doctor of Dentistry,GA,164199.49
2017-10-01,Doctor of Dentistry,HI,16432.56
2017-10-01,Doctor of Dentistry,IA,81832.64
2017-10-01,Doctor of Dentistry,ID,12416.35
2017-10-01,Doctor of Dentistry,IL,303580.42
2017-10-01,Doctor of Dentistry,IN,38067.52
2017-10-01,Doctor of Dentistry,KS,42229.72
2017-10-01,Doctor of Dentistry,KY,86899.76000000001
2017-10-01,Doctor of Dentistry,LA,71515.26
2017-10-01,Doctor of Dentistry,MA,132243.78
2017-10-01,Doctor of Dentistry,MD,115165.97
2017-10-01,Doctor of Dentistry,ME,8101.43
2017-10-01,Doctor of Dentistry,MI,296140.37
2017-10-01,Doctor of Dentistry,MN,78676.78
2017-10-01,Doctor of Dentistry,MO,79372.1
2017-10-01,Doctor of Dentistry,MS,14184.1
2017-10-01,Doctor of Dentistry,MT,3282.3
2017-10-01,Doctor of Dentistry,NC,271600.45
2017-10-01,Doctor of Dentistry,ND,2644.76
2017-10-01,Doctor of Dentistry,NE,9615.09
2017-10-01,Doctor of Dentistry,NH,21636.72
2017-10-01,Doctor of Dentistry,NJ,185804.69
2017-10-01,Doctor of Dentistry,NM,5912.74
2017-10-01,Doctor of Dentistry,NV,93610.83
2017-10-01,Doctor of Dentistry,NY,679809.03
2017-10-01,Doctor of Dentistry,OH,181045.58
2017-10-01,Doctor of Dentistry,OK,73083.01
2017-10-01,Doctor of Dentistry,OR,58683.57
2017-10-01,Doctor of Dentistry,PA,233956.7
2017-10-01,Doctor of Dentistry,PR,480.76
2017-10-01,Doctor of Dentistry,PW,750.0
2017-10-01,Doctor of Dentistry,RI,6887.88
2017-10-01,Doctor of Dentistry,SC,71894.13
2017-10-01,Doctor of Dentistry,SD,12346.45
2017-10-01,Doctor of Dentistry,TN,82373.29
2017-10-01,Doctor of Dentistry,TX,456013.12
2017-10-01,Doctor of Dentistry,US,6483509.07
2017-10-01,Doctor of Dentistry,UT,105981.73
2017-10-01,Doctor of Dentistry,VA,257231.81
2017-10-01,Doctor of Dentistry,VT,5000.0
2017-10-01,Doctor of Dentistry,WA,210750.34
2017-10-01,Doctor of Dentistry,WI,90510.84
2017-10-01,Doctor of Dentistry,WV,5407.17
2017-10-01,Doctor of Dentistry,WY,6536.900000000001
2017-11-01,Doctor of Dentistry,AA,20.3
2017-11-01,Doctor of Dentistry,AE,67.57000000000001
2017-11-01,Doctor of Dentistry,AK,4881.2
2017-11-01,Doctor of Dentistry,AL,48790.08
2017-11-01,Doctor of Dentistry,AR,12459.82
2017-11-01,Doctor of Dentistry,AZ,223636.47
2017-11-01,Doctor of Dentistry,CA,2439596.2800000003
2017-11-01,Doctor of Dentistry,CO,141474.71
2017-11-01,Doctor of Dentistry,CT,94295.59
2017-11-01,Doctor of Dentistry,DC,13265.61
2017-11-01,Doctor of Dentistry,DE,3762.8
2017-11-01,Doctor of Dentistry,FL,630729.77
2017-11-01,Doctor of Dentistry,GA,88416.57
2017-11-01,Doctor of Dentistry,HI,6495.16
2017-11-01,Doctor of Dentistry,IA,33910.56
2017-11-01,Doctor of Dentistry,ID,17282.5
2017-11-01,Doctor of Dentistry,IL,283885.84
2017-11-01,Doctor of Dentistry,IN,67578.85
2017-11-01,Doctor of Dentistry,KS,50650.19
2017-11-01,Doctor of Dentistry,KY,53525.97
2017-11-01,Doctor of Dentistry,LA,70612.45
2017-11-01,Doctor of Dentistry,MA,302726.48
2017-11-01,Doctor of Dentistry,MD,118930.1
2017-11-01,Doctor of Dentistry,ME,7413.81
2017-11-01,Doctor of Dentistry,MI,201995.16
2017-11-01,Doctor of Dentistry,MN,60514.59
2017-11-01,Doctor of Dentistry,MO,77680.97
2017-11-01,Doctor of Dentistry,MS,6895.81
2017-11-01,Doctor of Dentistry,MT,3640.26
2017-11-01,Doctor of Dentistry,NC,324187.93
2017-11-01,Doctor of Dentistry,ND,11948.74
2017-11-01,Doctor of Dentistry,NE,35166.87
2017-11-01,Doctor of Dentistry,NH,36263.23
2017-11-01,Doctor of Dentistry,NJ,281510.96
2017-11-01,Doctor of Dentistry,NM,22886595.05
2017-11-01,Doctor of Dentistry,NV,90947.95
2017-11-01,Doctor of Dentistry,NY,540602.4
2017-11-01,Doctor of Dentistry,OH,117647.92
2017-11-01,Doctor of Dentistry,OK,55552.450000000004
2017-11-01,Doctor of Dentistry,OR,56160.2
2017-11-01,Doctor of Dentistry,PA,215145.91
2017-11-01,Doctor of Dentistry,PR,1780.3500000000001
2017-11-01,Doctor of Dentistry,PW,9.06
2017-11-01,Doctor of Dentistry,RI,5383.91
2017-11-01,Doctor of Dentistry,SC,107088.81
2017-11-01,Doctor of Dentistry,SD,3897.8
2017-11-01,Doctor of Dentistry,TN,48060.54
2017-11-01,Doctor of Dentistry,TX,414427.96
2017-11-01,Doctor of Dentistry,US,31336071.27
2017-11-01,Doctor of Dentistry,UT,63612.04
2017-11-01,Doctor of Dentistry,VA,174706.6
2017-11-01,Doctor of Dentistry,VT,826.25
2017-11-01,Doctor of Dentistry,WA,569104.24
2017-11-01,Doctor of Dentistry,WI,211256.52
2017-11-01,Doctor of Dentistry,WV,10533.85
2017-11-01,Doctor of Dentistry,WY,8518.26
2017-12-01,Doctor of Dentistry,AA,38.28
2017-12-01,Doctor of Dentistry,AE,12.5
2017-12-01,Doctor of Dentistry,AK,2076.53
2017-12-01,Doctor of Dentistry,AL,35949.78
2017-12-01,Doctor of Dentistry,AR,20974.48
2017-12-01,Doctor of Dentistry,AZ,271603.79
2017-12-01,Doctor of Dentistry,CA,2014103.8
2017-12-01,Doctor of Dentistry,CO,69067.24
2017-12-01,Doctor of Dentistry,CT,117115.81
2017-12-01,Doctor of Dentistry,DC,45866.32
2017-12-01,Doctor of Dentistry,DE,5977.37
2017-12-01,Doctor of Dentistry,FL,479248.88
2017-12-01,Doctor of Dentistry,GA,211235.19
2017-12-01,Doctor of Dentistry,HI,9734.68
2017-12-01,Doctor of Dentistry,IA,41804.38
2017-12-01,Doctor of Dentistry,ID,9208.74
2017-12-01,Doctor of Dentistry,IL,216772.88
2017-12-01,Doctor of Dentistry,IN,23093.78
2017-12-01,Doctor of Dentistry,KS,30551.38
2017-12-01,Doctor of Dentistry,KY,26419.79
2017-12-01,Doctor of Dentistry,LA,49374.71
2017-12-01,Doctor of Dentistry,MA,162459.53
2017-12-01,Doctor of Dentistry,MD,53132.63
2017-12-01,Doctor of Dentistry,ME,8636.12
2017-12-01,Doctor of Dentistry,MI,122208.25
2017-12-01,Doctor of Dentistry,MN,123611.07
2017-12-01,Doctor of Dentistry,MO,105472.86
2017-12-01,Doctor of Dentistry,MS,10305.85
2017-12-01,Doctor of Dentistry,MT,2823.3199999999997
2017-12-01,Doctor of Dentistry,NC,268609.13
2017-12-01,Doctor of Dentistry,ND,3936.54
2017-12-01,Doctor of Dentistry,NE,13502.14
2017-12-01,Doctor of Dentistry,NH,3540.77
2017-12-01,Doctor of Dentistry,NJ,234866.19
2017-12-01,Doctor of Dentistry,NM,6075.65
2017-12-01,Doctor of Dentistry,NV,57063.33
2017-12-01,Doctor of Dentistry,NY,714912.82
2017-12-01,Doctor of Dentistry,OH,119770.73
2017-12-01,Doctor of Dentistry,OK,45756.47
2017-12-01,Doctor of Dentistry,OR,67429.26
2017-12-01,Doctor of Dentistry,PA,231543.73
2017-12-01,Doctor of Dentistry,PR,4143.11
2017-12-01,Doctor of Dentistry,PW,300.0
2017-12-01,Doctor of Dentistry,RI,10324.72
2017-12-01,Doctor of Dentistry,SC,69304.41
2017-12-01,Doctor of Dentistry,SD,3828.92
2017-12-01,Doctor of Dentistry,TN,135485.19
2017-12-01,Doctor of Dentistry,TX,485560.37
2017-12-01,Doctor of Dentistry,US,7213384.76
2017-12-01,Doctor of Dentistry,UT,72774.97
2017-12-01,Doctor of Dentistry,VA,164970.25
2017-12-01,Doctor of Dentistry,VT,578.36
2017-12-01,Doctor of Dentistry,WA,148006.63
2017-12-01,Doctor of Dentistry,WI,63097.26
2017-12-01,Doctor of Dentistry,WV,18877.44
2017-12-01,Doctor of Dentistry,WY,246.43
2018-01-01,Doctor of Dentistry,AE,65.01
2018-01-01,Doctor of Dentistry,AK,2130.88
2018-01-01,Doctor of Dentistry,AL,380617.7
2018-01-01,Doctor of Dentistry,AP,77.31
2018-01-01,Doctor of Dentistry,AR,4819.85
2018-01-01,Doctor of Dentistry,AZ,185807.83
2018-01-01,Doctor of Dentistry,CA,1156071.46
2018-01-01,Doctor of Dentistry,CO,103174.27
2018-01-01,Doctor of Dentistry,CT,97958.59
2018-01-01,Doctor of Dentistry,DC,5053.0
2018-01-01,Doctor of Dentistry,DE,2878.61
2018-01-01,Doctor of Dentistry,FL,1235760.49
2018-01-01,Doctor of Dentistry,GA,281030.29
2018-01-01,Doctor of Dentistry,HI,17068.07
2018-01-01,Doctor of Dentistry,IA,34543.24
2018-01-01,Doctor of Dentistry,ID,19179.829999999998
2018-01-01,Doctor of Dentistry,IL,228168.45
2018-01-01,Doctor of Dentistry,IN,120097.87
2018-01-01,Doctor of Dentistry,KS,37972.95
2018-01-01,Doctor of Dentistry,KY,24398.43
2018-01-01,Doctor of Dentistry,LA,44371.69
2018-01-01,Doctor of Dentistry,MA,169884.38
2018-01-01,Doctor of Dentistry,MD,52066.61
2018-01-01,Doctor of Dentistry,ME,8247.87
2018-01-01,Doctor of Dentistry,MI,209695.94
2018-01-01,Doctor of Dentistry,MN,74294.25
2018-01-01,Doctor of Dentistry,MO,25642.3
2018-01-01,Doctor of Dentistry,MS,12112.31
2018-01-01,Doctor of Dentistry,MT,1894.0
2018-01-01,Doctor of Dentistry,NC,126996.11
2018-01-01,Doctor of Dentistry,ND,1808.32
2018-01-01,Doctor of Dentistry,NE,19057.94
2018-01-01,Doctor of Dentistry,NH,5854.42
2018-01-01,Doctor of Dentistry,NJ,196047.74
2018-01-01,Doctor of Dentistry,NM,29695.899999999998
2018-01-01,Doctor of Dentistry,NV,56523.36
2018-01-01,Doctor of Dentistry,NY,748349.82
2018-01-01,Doctor of Dentistry,OH,209312.11
2018-01-01,Doctor of Dentistry,OK,27722.43
2018-01-01,Doctor of Dentistry,OR,35354.07
2018-01-01,Doctor of Dentistry,PA,146292.57
2018-01-01,Doctor of Dentistry,PR,1588.94
2018-01-01,Doctor of Dentistry,RI,9605.52
2018-01-01,Doctor of Dentistry,SC,45741.94
2018-01-01,Doctor of Dentistry,SD,2517.88
2018-01-01,Doctor of Dentistry,TN,51855.81
2018-01-01,Doctor of Dentistry,TX,652497.24
2018-01-01,Doctor of Dentistry,US,7384001.1
2018-01-01,Doctor of Dentistry,UT,98125.06999999999
2018-01-01,Doctor of Dentistry,VA,198396.13
2018-01-01,Doctor of Dentistry,VT,1673.71
2018-01-01,Doctor of Dentistry,WA,106125.12
2018-01-01,Doctor of Dentistry,WI,71124.17
2018-01-01,Doctor of Dentistry,WV,5964.29
2018-01-01,Doctor of Dentistry,WY,687.01
2018-02-01,Doctor of Dentistry,AE,3611.99
2018-02-01,Doctor of Dentistry,AK,5271.46
2018-02-01,Doctor of Dentistry,AL,31502.14
2018-02-01,Doctor of Dentistry,AP,360.01
2018-02-01,Doctor of Dentistry,AR,11952.22
2018-02-01,Doctor of Dentistry,AZ,242243.84
2018-02-01,Doctor of Dentistry,CA,1855783.31
2018-02-01,Doctor of Dentistry,CO,139830.7
2018-02-01,Doctor of Dentistry,CT,58134.97
2018-02-01,Doctor of Dentistry,DC,8475.09
2018-02-01,Doctor of Dentistry,DE,6908.51
2018-02-01,Doctor of Dentistry,FL,525057.76
2018-02-01,Doctor of Dentistry,GA,110035.48
2018-02-01,Doctor of Dentistry,HI,6663.34
2018-02-01,Doctor of Dentistry,IA,41677.71
2018-02-01,Doctor of Dentistry,ID,49328.71
2018-02-01,Doctor of Dentistry,IL,414230.63
2018-02-01,Doctor of Dentistry,IN,51403.27
2018-02-01,Doctor of Dentistry,KS,31497.16
2018-02-01,Doctor of Dentistry,KY,55447.0
2018-02-01,Doctor of Dentistry,LA,119295.5
2018-02-01,Doctor of Dentistry,MA,254372.01
2018-02-01,Doctor of Dentistry,MD,46682.13
2018-02-01,Doctor of Dentistry,ME,24613.809999999998
2018-02-01,Doctor of Dentistry,MI,166805.64
2018-02-01,Doctor of Dentistry,MN,67257.16
2018-02-01,Doctor of Dentistry,MO,79516.38
2018-02-01,Doctor of Dentistry,MS,24075.76
2018-02-01,Doctor of Dentistry,MT,16013.71
2018-02-01,Doctor of Dentistry,NC,217954.37
2018-02-01,Doctor of Dentistry,ND,3714.19
2018-02-01,Doctor of Dentistry,NE,9631.07
2018-02-01,Doctor of Dentistry,NH,10412.93
2018-02-01,Doctor of Dentistry,NJ,206965.29
2018-02-01,Doctor of Dentistry,NM,8216.3
2018-02-01,Doctor of Dentistry,NV,48934.71
2018-02-01,Doctor of Dentistry,NY,504277.5
2018-02-01,Doctor of Dentistry,OH,179843.73
2018-02-01,Doctor of Dentistry,OK,59495.12
2018-02-01,Doctor of Dentistry,OR,73537.72
2018-02-01,Doctor of Dentistry,PA,163236.27
2018-02-01,Doctor of Dentistry,PR,8278.59
2018-02-01,Doctor of Dentistry,PW,25.0
2018-02-01,Doctor of Dentistry,RI,13550.83
2018-02-01,Doctor of Dentistry,SC,72421.09
2018-02-01,Doctor of Dentistry,SD,3844.89
2018-02-01,Doctor of Dentistry,TN,58153.21
2018-02-01,Doctor of Dentistry,TX,337474.85
2018-02-01,Doctor of Dentistry,US,7221196.18
2018-02-01,Doctor of Dentistry,UT,59714.74
2018-02-01,Doctor of Dentistry,VA,164216.97
2018-02-01,Doctor of Dentistry,VT,434.53
2018-02-01,Doctor of Dentistry,WA,516061.71
