naics_code,year,month,value,industry_name
62121-,2016,04,111.0,Offices of Dentists
62111-,2016,04,132.9,Offices of Physicians
6211--,2016,04,132.9,Offices of physicians
5621--,2016,04,132.5,All Other Waste Management Services
56172-,2016,04,120.7,Landscaping Services
561612,2016,04,116.0,Security Systems Services
56151-,2016,04,102.3,Tour Operators
5613--,2016,04,137.1,Employment services
54181-,2016,04,113.5,Other Services Related to Advertising
54161-,2016,04,112.3,Management Consulting Services
5413--,2016,04,158.8,Testing Laboratories and Services
5411--,2016,04,202.9,Legal services
53131-,2016,04,115.7,Other Activities Related to Real Estate
53131-,2016,04,115.7,Real Estate Property Managers
53121-,2016,04,122.1,Offices of Real Estate Agents and Brokers
53112-,2016,04,119.2,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2016,04,119.2,Lessors of Other Real Estate Property
53112-,2016,04,119.2,Lessors of Residential Buildings and Dwellings
53112-,2016,04,119.2,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2016,04,107.5,Other Insurance Related Activities
52411-,2016,04,132.5,Direct Life Health and Medical Insurance Carriers
5221--,2016,04,100.4,Trusts Estates and Agency Accounts
51121-,2016,04,92.6,Software Publishers - DO NOT USE
511---,2016,04,115.4,Record Production and Distribution
48851-,2016,04,99.7,Freight Transportation Arrangement
45431-,2016,04,196.0,Other Direct Selling Establishments - DO NOT USE
45431-,2016,04,196.0,Fuel Dealers - DO NOT USE
454110,2016,04,109.6,Electronic Shopping and Mail-Order Houses - DO NOT USE
453930,2016,04,123.0,All Other Miscellaneous Store Retailers - DO NOT USE
453930,2016,04,123.0,Art Dealers - DO NOT USE
453110,2016,04,128.5,Florists - DO NOT USE
453110,2016,04,128.5,Used Merchandise Stores - DO NOT USE
45112-,2016,04,97.5,Hobby Toy and Game Stores - DO NOT USE
45111-,2016,04,138.8,Sporting Goods Stores - DO NOT USE
448320,2016,04,108.5,Luggage and Leather Goods Stores - DO NOT USE
44831-,2016,04,156.6,Jewelry Stores - DO NOT USE
4481--,2016,04,131.2,Clothing stores
4471--,2016,04,101.8,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2016,04,165.7,Pharmacies and Drug Stores - DO NOT USE
4461--,2016,04,141.4,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2016,04,178.8,Other Specialty Food Retailers
44511-,2016,04,162.3,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2016,04,137.8,Other Building Material Dealers - DO NOT USE
4431--,2016,04,74.0,Electronics and Appliance Stores - DO NOT USE
44221-,2016,04,146.8,Floor Covering Stores - DO NOT USE
44211-,2016,04,130.5,Furniture Stores - DO NOT USE
44131-,2016,04,166.9,Automotive Parts and Accessories Stores - DO NOT USE
425120,2016,04,130.9,Business to Business Electronic Markets - DO NOT USE
4249--,2016,04,81.6,Miscellaneous nondurable goods merchant wholesalers
4248--,2016,04,91.9,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2016,04,101.9,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2016,04,103.1,Grain and Field Bean Merchant Wholesalers
4245--,2016,04,103.1,Other Farm Product Raw Material Merchant Wholesalers
4244--,2016,04,91.5,Grocery and related product merchant wholesalers
4243--,2016,04,94.1,Apparel and piece goods merchant wholesalers
4242--,2016,04,97.1,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2016,04,97.2,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2016,04,87.3,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2016,04,89.4,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2016,04,91.5,Professional and commercial equipment and supplies merchant wholesalers
4233--,2016,04,94.7,Lumber and other construction materials merchant wholesalers
4232--,2016,04,95.3,Furniture and home furnishing merchant wholesalers
4231--,2016,04,89.8,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2016,04,124.9,All Other Miscellaneous Manufacturing
33995-,2016,04,116.9,Sign Manufacturing
33992-,2016,04,119.5,Sporting and Athletic Goods Manufacturing
33991-,2016,04,204.7,Jewelry and Silverware Manufacturing
33911-,2016,04,117.1,Medical Equipment and Supplies Manufacturing
33791-,2016,04,136.5,Mattress Manufacturing
33712-,2016,04,129.9,Household and Institutional Furniture Manufacturing
33599-,2016,04,118.6,All Other Electrical Equipment and Component Manufacturing
33591-,2016,04,148.8,Battery Manufacturing
33512-,2016,04,124.7,Lighting Fixture Manufacturing - DO NOT USE
33511-,2016,04,98.1,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2016,04,117.7,Navigational Measuring Electromedical and Control Instrument
33221-,2016,04,129.1,Cutlery and Handtool Manufacturing
33211-,2016,04,127.1,Forging and Stamping
32619-,2016,04,136.5,Other Plastics Product Manufacturing
32616-,2016,04,117.4,Plastics Bottle Manufacturing
32599-,2016,04,140.2,All Other Chemical Product and Preparation Manufacturing
32562-,2016,04,113.2,Toilet Preparation Manufacturing
32561-,2016,04,137.0,Soap and Cleaning Compound Manufacturing
32541-,2016,04,188.3,Pharmaceutical and Medicine Manufacturing
32531-,2016,04,177.7,Fertilizer and Compost Manufacturing
32518-,2016,04,233.9,Other Basic Inorganic Chemical Manufacturing
31699-,2016,04,128.5,Other Leather and Allied Product Manufacturing
31621-,2016,04,129.6,Footwear Manufacturing
31611-,2016,04,227.2,Leather and Hide Tanning and Finishing
31599-,2016,04,119.7,Apparel Accessories and Other Apparel Manufacturing
31524-,2016,04,106.5,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2016,04,117.4,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2016,04,168.4,Carpet and Rug Mills
31331-,2016,04,127.6,Textile and Fabric Finishing Mills
31223-,2016,04,711.9,Tobacco Manufacturing
31214-,2016,04,119.5,Distilleries
31213-,2016,04,121.3,Wineries
31212-,2016,04,136.1,Breweries
31211-,2016,04,133.9,Soft Drink and Ice Manufacturing
31199-,2016,04,130.5,All Other Food Manufacturing
31194-,2016,04,138.8,Seasoning and Dressing Manufacturing
31191-,2016,04,145.8,Snack Food Manufacturing
31181-,2016,04,150.0,Bread and Bakery Product Manufacturing
3118--,2016,04,144.2,Cookie Cracker and Pasta Manufacturing
31171-,2016,04,138.3,Seafood Product Preparation and Packaging
31161-,2016,04,177.9,Animal Slaughtering and Processing
31151-,2016,04,134.0,Dairy Product (except Frozen) Manufacturing
31142-,2016,04,139.8,Fruit and Vegetable Canning Pickling and Drying
31141-,2016,04,131.1,Frozen Food Manufacturing
31135-,2016,04,106.6,Chocolate and Confectionery Manufacturing
31134-,2016,04,139.9,Nonchocolate Confectionery Manufacturing
31123-,2016,04,130.4,Breakfast Cereal Manufacturing
23811X,2016,04,116.3,Flooring Contractors
23811X,2016,04,116.3,All Other Specialty Trade Contractors
23811X,2016,04,116.3,Other Foundation Structure and Building Exterior Contractors
23811X,2016,04,116.3,Masonry Contractors
236221,2016,04,143.4,Commercial and Institutional Building Construction
236211,2016,04,119.8,Other Heavy and Civil Engineering Construction
236211,2016,04,119.8,Highway Street and Bridge Construction
236211,2016,04,119.8,Oil and Gas Pipeline and Related Structures Construction
1133--,2016,04,197.4,Logging
924126,2016,03,144.2,National Security
8113--,2016,03,126.0,Commercial machinery repair and maintenance
721---,2016,03,161.4,Accommodation
71394-,2016,03,104.2,Fitness and Recreational Sports Centers
71391-,2016,03,119.1,All Other Amusement and Recreation Industries
62311-,2016,03,138.0,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2016,03,152.7,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2016,03,138.2,General Medical and Surgical Hospitals
62199-,2016,03,115.8,All Other Ambulatory Health Care Services
62151-,2016,03,106.4,Medical and Diagnostic Laboratories
62121-,2016,03,110.9,Offices of Dentists
62111-,2016,03,132.8,Offices of Physicians
6211--,2016,03,132.8,Offices of physicians
5621--,2016,03,131.7,All Other Waste Management Services
56172-,2016,03,120.2,Landscaping Services
561612,2016,03,115.6,Security Systems Services
56151-,2016,03,102.6,Tour Operators
5613--,2016,03,137.0,Employment services
54181-,2016,03,113.6,Other Services Related to Advertising
54161-,2016,03,112.4,Management Consulting Services
5413--,2016,03,158.3,Testing Laboratories and Services
5411--,2016,03,202.2,Legal services
53131-,2016,03,113.8,Other Activities Related to Real Estate
53131-,2016,03,113.8,Real Estate Property Managers
53121-,2016,03,121.8,Offices of Real Estate Agents and Brokers
53112-,2016,03,119.8,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2016,03,119.8,Lessors of Other Real Estate Property
53112-,2016,03,119.8,Lessors of Residential Buildings and Dwellings
53112-,2016,03,119.8,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2016,03,107.5,Other Insurance Related Activities
52411-,2016,03,132.4,Direct Life Health and Medical Insurance Carriers
5221--,2016,03,99.3,Trusts Estates and Agency Accounts
51121-,2016,03,91.5,Software Publishers - DO NOT USE
511---,2016,03,114.8,Record Production and Distribution
48851-,2016,03,99.6,Freight Transportation Arrangement
45431-,2016,03,193.6,Other Direct Selling Establishments - DO NOT USE
45431-,2016,03,193.6,Fuel Dealers - DO NOT USE
454110,2016,03,108.5,Electronic Shopping and Mail-Order Houses - DO NOT USE
453930,2016,03,122.4,All Other Miscellaneous Store Retailers - DO NOT USE
453930,2016,03,122.4,Art Dealers - DO NOT USE
453110,2016,03,129.6,Florists - DO NOT USE
453110,2016,03,129.6,Used Merchandise Stores - DO NOT USE
45112-,2016,03,98.3,Hobby Toy and Game Stores - DO NOT USE
45111-,2016,03,134.8,Sporting Goods Stores - DO NOT USE
448320,2016,03,108.5,Luggage and Leather Goods Stores - DO NOT USE
44831-,2016,03,159.3,Jewelry Stores - DO NOT USE
4481--,2016,03,133.8,Clothing stores
4471--,2016,03,97.5,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2016,03,167.9,Pharmacies and Drug Stores - DO NOT USE
4461--,2016,03,143.1,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2016,03,177.1,Other Specialty Food Retailers
44511-,2016,03,160.8,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2016,03,136.7,Other Building Material Dealers - DO NOT USE
4431--,2016,03,74.5,Electronics and Appliance Stores - DO NOT USE
44221-,2016,03,145.8,Floor Covering Stores - DO NOT USE
44211-,2016,03,128.6,Furniture Stores - DO NOT USE
44131-,2016,03,166.5,Automotive Parts and Accessories Stores - DO NOT USE
425120,2016,03,130.3,Business to Business Electronic Markets - DO NOT USE
4249--,2016,03,81.3,Miscellaneous nondurable goods merchant wholesalers
4248--,2016,03,90.3,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2016,03,100.8,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2016,03,110.7,Grain and Field Bean Merchant Wholesalers
4245--,2016,03,110.7,Other Farm Product Raw Material Merchant Wholesalers
4244--,2016,03,92.2,Grocery and related product merchant wholesalers
4243--,2016,03,94.5,Apparel and piece goods merchant wholesalers
4242--,2016,03,98.5,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2016,03,96.9,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2016,03,87.6,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2016,03,88.6,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2016,03,94.5,Professional and commercial equipment and supplies merchant wholesalers
4233--,2016,03,93.4,Lumber and other construction materials merchant wholesalers
4232--,2016,03,96.3,Furniture and home furnishing merchant wholesalers
4231--,2016,03,90.6,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2016,03,124.9,All Other Miscellaneous Manufacturing
33995-,2016,03,116.9,Sign Manufacturing
33992-,2016,03,119.5,Sporting and Athletic Goods Manufacturing
33991-,2016,03,203.8,Jewelry and Silverware Manufacturing
33911-,2016,03,116.6,Medical Equipment and Supplies Manufacturing
33791-,2016,03,136.2,Mattress Manufacturing
33712-,2016,03,129.9,Household and Institutional Furniture Manufacturing
33599-,2016,03,120.8,All Other Electrical Equipment and Component Manufacturing
33591-,2016,03,148.8,Battery Manufacturing
33512-,2016,03,124.8,Lighting Fixture Manufacturing - DO NOT USE
33511-,2016,03,97.8,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2016,03,117.6,Navigational Measuring Electromedical and Control Instrument
33221-,2016,03,129.0,Cutlery and Handtool Manufacturing
33211-,2016,03,127.7,Forging and Stamping
32619-,2016,03,136.4,Other Plastics Product Manufacturing
32616-,2016,03,117.5,Plastics Bottle Manufacturing
32599-,2016,03,140.0,All Other Chemical Product and Preparation Manufacturing
32562-,2016,03,113.1,Toilet Preparation Manufacturing
32561-,2016,03,136.8,Soap and Cleaning Compound Manufacturing
32541-,2016,03,187.9,Pharmaceutical and Medicine Manufacturing
32531-,2016,03,175.9,Fertilizer and Compost Manufacturing
32518-,2016,03,234.8,Other Basic Inorganic Chemical Manufacturing
31699-,2016,03,128.5,Other Leather and Allied Product Manufacturing
31621-,2016,03,129.6,Footwear Manufacturing
31611-,2016,03,224.8,Leather and Hide Tanning and Finishing
31599-,2016,03,119.6,Apparel Accessories and Other Apparel Manufacturing
31524-,2016,03,106.7,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2016,03,117.6,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2016,03,168.7,Carpet and Rug Mills
31331-,2016,03,127.7,Textile and Fabric Finishing Mills
31223-,2016,03,711.7,Tobacco Manufacturing
31214-,2016,03,119.5,Distilleries
31213-,2016,03,121.2,Wineries
31212-,2016,03,136.1,Breweries
31211-,2016,03,134.8,Soft Drink and Ice Manufacturing
31199-,2016,03,135.5,All Other Food Manufacturing
31194-,2016,03,139.2,Seasoning and Dressing Manufacturing
31191-,2016,03,145.7,Snack Food Manufacturing
31181-,2016,03,150.3,Bread and Bakery Product Manufacturing
3118--,2016,03,144.3,Cookie Cracker and Pasta Manufacturing
31171-,2016,03,138.6,Seafood Product Preparation and Packaging
31161-,2016,03,174.5,Animal Slaughtering and Processing
31151-,2016,03,134.7,Dairy Product (except Frozen) Manufacturing
31142-,2016,03,139.8,Fruit and Vegetable Canning Pickling and Drying
31141-,2016,03,131.4,Frozen Food Manufacturing
31135-,2016,03,106.5,Chocolate and Confectionery Manufacturing
31134-,2016,03,140.0,Nonchocolate Confectionery Manufacturing
31123-,2016,03,130.5,Breakfast Cereal Manufacturing
23811X,2016,03,114.8,Flooring Contractors
23811X,2016,03,114.8,All Other Specialty Trade Contractors
23811X,2016,03,114.8,Other Foundation Structure and Building Exterior Contractors
23811X,2016,03,114.8,Masonry Contractors
236221,2016,03,141.5,Commercial and Institutional Building Construction
236211,2016,03,119.0,Other Heavy and Civil Engineering Construction
236211,2016,03,119.0,Highway Street and Bridge Construction
236211,2016,03,119.0,Oil and Gas Pipeline and Related Structures Construction
1133--,2016,03,197.6,Logging
924126,2016,02,144.1,National Security
8113--,2016,02,126.0,Commercial machinery repair and maintenance
721---,2016,02,156.3,Accommodation
71394-,2016,02,104.4,Fitness and Recreational Sports Centers
71391-,2016,02,120.3,All Other Amusement and Recreation Industries
62311-,2016,02,138.0,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2016,02,152.7,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2016,02,138.2,General Medical and Surgical Hospitals
62199-,2016,02,116.0,All Other Ambulatory Health Care Services
62151-,2016,02,106.4,Medical and Diagnostic Laboratories
62121-,2016,02,110.2,Offices of Dentists
62111-,2016,02,132.9,Offices of Physicians
6211--,2016,02,132.9,Offices of physicians
5621--,2016,02,130.4,All Other Waste Management Services
56172-,2016,02,120.4,Landscaping Services
561612,2016,02,115.8,Security Systems Services
56151-,2016,02,102.7,Tour Operators
5613--,2016,02,135.7,Employment services
54181-,2016,02,113.9,Other Services Related to Advertising
54161-,2016,02,112.2,Management Consulting Services
5413--,2016,02,158.4,Testing Laboratories and Services
5411--,2016,02,202.8,Legal services
53131-,2016,02,113.7,Other Activities Related to Real Estate
53131-,2016,02,113.7,Real Estate Property Managers
53121-,2016,02,121.7,Offices of Real Estate Agents and Brokers
53112-,2016,02,119.8,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2016,02,119.8,Lessors of Other Real Estate Property
53112-,2016,02,119.8,Lessors of Residential Buildings and Dwellings
53112-,2016,02,119.8,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2016,02,107.6,Other Insurance Related Activities
52411-,2016,02,132.3,Direct Life Health and Medical Insurance Carriers
5221--,2016,02,100.7,Trusts Estates and Agency Accounts
51121-,2016,02,92.4,Software Publishers - DO NOT USE
511---,2016,02,115.0,Record Production and Distribution
48851-,2016,02,99.7,Freight Transportation Arrangement
45431-,2016,02,203.4,Other Direct Selling Establishments - DO NOT USE
45431-,2016,02,203.4,Fuel Dealers - DO NOT USE
454110,2016,02,108.9,Electronic Shopping and Mail-Order Houses - DO NOT USE
453930,2016,02,122.2,All Other Miscellaneous Store Retailers - DO NOT USE
453930,2016,02,122.2,Art Dealers - DO NOT USE
453110,2016,02,130.7,Florists - DO NOT USE
453110,2016,02,130.7,Used Merchandise Stores - DO NOT USE
45112-,2016,02,98.3,Hobby Toy and Game Stores - DO NOT USE
45111-,2016,02,137.7,Sporting Goods Stores - DO NOT USE
448320,2016,02,108.5,Luggage and Leather Goods Stores - DO NOT USE
44831-,2016,02,156.4,Jewelry Stores - DO NOT USE
4481--,2016,02,129.8,Clothing stores
4471--,2016,02,103.6,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2016,02,164.9,Pharmacies and Drug Stores - DO NOT USE
4461--,2016,02,141.0,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2016,02,175.9,Other Specialty Food Retailers
44511-,2016,02,160.5,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2016,02,137.8,Other Building Material Dealers - DO NOT USE
4431--,2016,02,73.0,Electronics and Appliance Stores - DO NOT USE
44221-,2016,02,145.8,Floor Covering Stores - DO NOT USE
44211-,2016,02,128.9,Furniture Stores - DO NOT USE
44131-,2016,02,166.4,Automotive Parts and Accessories Stores - DO NOT USE
425120,2016,02,129.5,Business to Business Electronic Markets - DO NOT USE
4249--,2016,02,77.7,Miscellaneous nondurable goods merchant wholesalers
4248--,2016,02,89.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2016,02,102.4,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2016,02,109.5,Grain and Field Bean Merchant Wholesalers
4245--,2016,02,109.5,Other Farm Product Raw Material Merchant Wholesalers
4244--,2016,02,91.5,Grocery and related product merchant wholesalers
4243--,2016,02,95.2,Apparel and piece goods merchant wholesalers
4242--,2016,02,105.7,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2016,02,99.2,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2016,02,86.8,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2016,02,88.8,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2016,02,96.3,Professional and commercial equipment and supplies merchant wholesalers
4233--,2016,02,94.7,Lumber and other construction materials merchant wholesalers
4232--,2016,02,92.2,Furniture and home furnishing merchant wholesalers
4231--,2016,02,87.8,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2016,02,125.0,All Other Miscellaneous Manufacturing
33995-,2016,02,116.8,Sign Manufacturing
33992-,2016,02,119.4,Sporting and Athletic Goods Manufacturing
33991-,2016,02,201.9,Jewelry and Silverware Manufacturing
33911-,2016,02,116.3,Medical Equipment and Supplies Manufacturing
33791-,2016,02,136.2,Mattress Manufacturing
33712-,2016,02,129.8,Household and Institutional Furniture Manufacturing
33599-,2016,02,120.8,All Other Electrical Equipment and Component Manufacturing
33591-,2016,02,148.8,Battery Manufacturing
33512-,2016,02,124.9,Lighting Fixture Manufacturing - DO NOT USE
33511-,2016,02,95.6,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2016,02,117.5,Navigational Measuring Electromedical and Control Instrument
33221-,2016,02,128.8,Cutlery and Handtool Manufacturing
33211-,2016,02,127.6,Forging and Stamping
32619-,2016,02,136.2,Other Plastics Product Manufacturing
32616-,2016,02,117.6,Plastics Bottle Manufacturing
32599-,2016,02,140.1,All Other Chemical Product and Preparation Manufacturing
32562-,2016,02,113.1,Toilet Preparation Manufacturing
32561-,2016,02,136.4,Soap and Cleaning Compound Manufacturing
32541-,2016,02,187.9,Pharmaceutical and Medicine Manufacturing
32531-,2016,02,177.3,Fertilizer and Compost Manufacturing
32518-,2016,02,236.2,Other Basic Inorganic Chemical Manufacturing
31699-,2016,02,128.4,Other Leather and Allied Product Manufacturing
31621-,2016,02,129.5,Footwear Manufacturing
31611-,2016,02,224.4,Leather and Hide Tanning and Finishing
31599-,2016,02,119.7,Apparel Accessories and Other Apparel Manufacturing
31524-,2016,02,106.6,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2016,02,117.6,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2016,02,168.6,Carpet and Rug Mills
31331-,2016,02,127.2,Textile and Fabric Finishing Mills
31223-,2016,02,712.3,Tobacco Manufacturing
31214-,2016,02,119.4,Distilleries
31213-,2016,02,121.2,Wineries
31212-,2016,02,136.0,Breweries
31211-,2016,02,134.4,Soft Drink and Ice Manufacturing
31199-,2016,02,138.7,All Other Food Manufacturing
31194-,2016,02,139.5,Seasoning and Dressing Manufacturing
31191-,2016,02,145.7,Snack Food Manufacturing
31181-,2016,02,149.5,Bread and Bakery Product Manufacturing
3118--,2016,02,143.9,Cookie Cracker and Pasta Manufacturing
31171-,2016,02,137.7,Seafood Product Preparation and Packaging
31161-,2016,02,174.5,Animal Slaughtering and Processing
31151-,2016,02,135.4,Dairy Product (except Frozen) Manufacturing
31142-,2016,02,140.3,Fruit and Vegetable Canning Pickling and Drying
31141-,2016,02,130.6,Frozen Food Manufacturing
31135-,2016,02,105.4,Chocolate and Confectionery Manufacturing
31134-,2016,02,140.1,Nonchocolate Confectionery Manufacturing
31123-,2016,02,129.0,Breakfast Cereal Manufacturing
23811X,2016,02,114.6,Flooring Contractors
23811X,2016,02,114.6,All Other Specialty Trade Contractors
23811X,2016,02,114.6,Other Foundation Structure and Building Exterior Contractors
23811X,2016,02,114.6,Masonry Contractors
236221,2016,02,141.7,Commercial and Institutional Building Construction
236211,2016,02,119.0,Other Heavy and Civil Engineering Construction
236211,2016,02,119.0,Highway Street and Bridge Construction
236211,2016,02,119.0,Oil and Gas Pipeline and Related Structures Construction
1133--,2016,02,196.3,Logging
924126,2016,01,143.7,National Security
8113--,2016,01,125.3,Commercial machinery repair and maintenance
721---,2016,01,153.9,Accommodation
71394-,2016,01,105.5,Fitness and Recreational Sports Centers
71391-,2016,01,120.0,All Other Amusement and Recreation Industries
62311-,2016,01,137.9,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2016,01,152.6,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2016,01,138.1,General Medical and Surgical Hospitals
62199-,2016,01,116.0,All Other Ambulatory Health Care Services
62151-,2016,01,106.4,Medical and Diagnostic Laboratories
62121-,2016,01,109.9,Offices of Dentists
62111-,2016,01,132.7,Offices of Physicians
6211--,2016,01,132.7,Offices of physicians
5621--,2016,01,129.8,All Other Waste Management Services
56172-,2016,01,120.3,Landscaping Services
561612,2016,01,115.7,Security Systems Services
56151-,2016,01,101.6,Tour Operators
5613--,2016,01,136.2,Employment services
54181-,2016,01,113.8,Other Services Related to Advertising
54161-,2016,01,111.8,Management Consulting Services
5413--,2016,01,158.0,Testing Laboratories and Services
5411--,2016,01,201.8,Legal services
53131-,2016,01,113.3,Other Activities Related to Real Estate
53131-,2016,01,113.3,Real Estate Property Managers
53121-,2016,01,121.5,Offices of Real Estate Agents and Brokers
53112-,2016,01,119.5,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2016,01,119.5,Lessors of Other Real Estate Property
53112-,2016,01,119.5,Lessors of Residential Buildings and Dwellings
53112-,2016,01,119.5,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2016,01,107.5,Other Insurance Related Activities
52411-,2016,01,132.2,Direct Life Health and Medical Insurance Carriers
5221--,2016,01,100.8,Trusts Estates and Agency Accounts
51121-,2016,01,92.3,Software Publishers - DO NOT USE
511---,2016,01,115.0,Record Production and Distribution
48851-,2016,01,99.7,Freight Transportation Arrangement
45431-,2016,01,208.9,Other Direct Selling Establishments - DO NOT USE
45431-,2016,01,208.9,Fuel Dealers - DO NOT USE
454110,2016,01,108.0,Electronic Shopping and Mail-Order Houses - DO NOT USE
453930,2016,01,122.3,All Other Miscellaneous Store Retailers - DO NOT USE
453930,2016,01,122.3,Art Dealers - DO NOT USE
453110,2016,01,132.1,Florists - DO NOT USE
453110,2016,01,132.1,Used Merchandise Stores - DO NOT USE
45112-,2016,01,100.7,Hobby Toy and Game Stores - DO NOT USE
45111-,2016,01,136.0,Sporting Goods Stores - DO NOT USE
448320,2016,01,108.5,Luggage and Leather Goods Stores - DO NOT USE
44831-,2016,01,155.3,Jewelry Stores - DO NOT USE
4481--,2016,01,120.1,Clothing stores
4471--,2016,01,107.4,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2016,01,173.9,Pharmacies and Drug Stores - DO NOT USE
4461--,2016,01,146.0,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2016,01,176.0,Other Specialty Food Retailers
44511-,2016,01,161.7,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2016,01,136.4,Other Building Material Dealers - DO NOT USE
4431--,2016,01,71.0,Electronics and Appliance Stores - DO NOT USE
44221-,2016,01,147.3,Floor Covering Stores - DO NOT USE
44211-,2016,01,130.1,Furniture Stores - DO NOT USE
44131-,2016,01,166.4,Automotive Parts and Accessories Stores - DO NOT USE
425120,2016,01,126.3,Business to Business Electronic Markets - DO NOT USE
4249--,2016,01,75.3,Miscellaneous nondurable goods merchant wholesalers
4248--,2016,01,90.6,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2016,01,99.2,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2016,01,112.0,Grain and Field Bean Merchant Wholesalers
4245--,2016,01,112.0,Other Farm Product Raw Material Merchant Wholesalers
4244--,2016,01,90.8,Grocery and related product merchant wholesalers
4243--,2016,01,94.5,Apparel and piece goods merchant wholesalers
4242--,2016,01,110.5,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2016,01,100.7,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2016,01,84.1,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2016,01,91.2,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2016,01,95.7,Professional and commercial equipment and supplies merchant wholesalers
4233--,2016,01,93.8,Lumber and other construction materials merchant wholesalers
4232--,2016,01,93.8,Furniture and home furnishing merchant wholesalers
4231--,2016,01,87.1,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2016,01,124.9,All Other Miscellaneous Manufacturing
33995-,2016,01,116.8,Sign Manufacturing
33992-,2016,01,118.8,Sporting and Athletic Goods Manufacturing
33991-,2016,01,198.6,Jewelry and Silverware Manufacturing
33911-,2016,01,116.3,Medical Equipment and Supplies Manufacturing
33791-,2016,01,136.6,Mattress Manufacturing
33712-,2016,01,129.9,Household and Institutional Furniture Manufacturing
33599-,2016,01,120.4,All Other Electrical Equipment and Component Manufacturing
33591-,2016,01,150.0,Battery Manufacturing
33512-,2016,01,125.1,Lighting Fixture Manufacturing - DO NOT USE
33511-,2016,01,96.2,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2016,01,117.3,Navigational Measuring Electromedical and Control Instrument
